place,name,points,level
1,Aeschbacher Matthias **,59.25,**
3 b,Roth Dominik **,57.00,**
3 e,Kramer Lario **,57.00,**
4 a,Schenk Patrick ***,56.75,***
4 d,Guisolan Marc **,56.75,**
5 b,Emonet Frédéric *,56.50,*
6 c,Bersier Jean-Jacques *,56.25,*
7 a,Steiner Pirmin,56.00,Pirmin
7 d,Derron Julien,56.00,Julien
Estav,r-le-Lac,,r-le-Lac
2,Riedo Fredy,57.25,Fredy
3 c,Piemontesi Pascal **,57.00,**
3 f,Glauser Thomas **,57.00,**
4 b,Gottofrey Luc,56.75,Luc
4 e,Giroud Jonathan **,56.75,**
6 a,Lerch Jimmy *,56.25,*
6 d,Sommer Roman *,56.25,*
7 b,Haenni Stéphane **,56.00,**
7 e,Derron Cédric *,56.00,*
3 a,Moser Steven **,57.00,**
3 d,Matthey Mickaël **,57.00,**
3 g,Dousse Michel **,57.00,**
4 c,Hofer Sven,56.75,Sven
5 a,Zimmermann Mario *,56.50,*
6 b,Hayoz Quentin,56.25,Quentin
6 e,Gottofrey Marc **,56.25,**
7 c,Minder Florian,56.00,Florian
7 f,Brodard Simon **,56.00,**
7 g,Berset Julien *,56.00,*
8 c,Dind Samuel **,55.75,**
9 b,Mosimann Vincent *,55.50,*
9 e,Barras André *,55.50,*
9 h,Cotting Alexandre,55.50,Alexandre
10 c,Zingrich Jan (1999),55.25,(1999)
10 f,Torche Bastian,55.25,Bastian
10 i,Ducry Antoine *,55.25,*
10 l,Buchs Carlo,55.25,Carlo
Estav,r-le-Lac,,r-le-Lac
8 a,Borcard Johann **,55.75,**
8 d,Brodard Augustin **,55.75,**
9 c,Cardinaux Victor **,55.50,**
9 f,Roch Vincent **,55.50,**
10 a,Crettaz Olivier,55.25,Olivier
10 d,Wieland Janis,55.25,Janis
10 g,Lützelschwab Luc (1999),55.25,(1999)
10 j,Crausaz Simon,55.25,Simon
11 a,Barras François *,55.00,*
8 b,Gassmann Simon *,55.75,*
9 a,Gross Florian *,55.50,*
9 d,Beliakov Alexandre,55.50,Alexandre
9 g,Kyburz Silas,55.50,Silas
10 b,Aladenise Jonathan,55.25,Jonathan
10 e,Vonlanthen Alexandre,55.25,Alexandre
10 h,Grossenbacher Marc (2000),55.25,(2000)
10 k,Cottier Marco (2000),55.25,(2000)
11 b,Portmann Fabio,55.00,Fabio
11 c,Maridor Loïc,55.00,Loïc
11 f,Golliard Steve,55.00,Steve
12 c,Roth Robin (2000) *,54.75,*
13 c,Colò Kilian (1999),54.50,(1999)
14 c,Von Niederhäusern Martin,54.25,Martin
14 f,Rapin Florent,54.25,Florent
14 i,Fuchs Yannick,54.25,Yannick
15 b,Turrian Mathias,54.00,Mathias
15 e,Hochuli Samuel,54.00,Samuel
Estav,r-le-Lac,,r-le-Lac
11 d,Ledermann Michael (2000),55.00,(2000)
12 a,Dind Clément,54.75,Clément
13 a,Wieland Micha,54.50,Micha
14 a,Loup Alexandre *,54.25,*
14 d,Taillard Virgile,54.25,Virgile
14 g,Loup Grégoire (2000),54.25,(2000)
14 j,Choﬄon Anthony,54.25,Anthony
15 c,Schafer Damien *,54.00,*
16 a,Zarai Mouadh,53.75,Mouadh
11 e,Kramer Dorian (1999),55.00,(1999)
12 b,Dubey Gaël,54.75,Gaël
13 b,Emonet Fabien **,54.50,**
14 b,Buchs Julien (1999),54.25,(1999)
14 e,Schöpfer Dio **,54.25,**
14 h,Liardon Kevin,54.25,Kevin
15 a,Cotting Florian,54.00,Florian
15 d,Quiot Didier,54.00,Didier
16 b,Schwab Marc,53.75,Marc
16 c,Pittet Guillaume,53.75,Guillaume
16 f,Tchedre Abdourahaman,53.75,Abdourahaman
16 i,Monney Branighan,53.75,Branighan
16 l,Deﬀerrard Baptiste (2000),53.75,(2000)
17 c,Goy Sébastien,53.50,Sébastien
20 a,Vaucher Rémy (2000),52.50,(2000)
20 d,Buchs Remo (1999),52.50,(1999)
22,Blanchette Nicolas,51.25,Nicolas
25,Baume Oscar,27.00,Oscar
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Estav,r-le-Lac,,r-le-Lac
16 d,Curty Alexandre,53.75,Alexandre
16 g,Pürro Tobias,53.75,Tobias
16 j,Gauch Thierry,53.75,Thierry
17 a,Pürro David (2001),53.50,(2001)
18,Berset Cyril *,53.00,*
20 b,Roth Simon (2000),52.50,(2000)
21 a,Kern Kilian (2001),52.25,(2001)
23,Gétaz Antoine (1999),51.00,(1999)
26,Burri Gottfried (2001),8.50,(2001)
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
16 e,Vaucher Rémy (1999),53.75,(1999)
16 h,Pellet Adrian,53.75,Adrian
16 k,Ducrest Etienne *,53.75,*
17 b,Heiniger Mickaël,53.50,Mickaël
19,Ganière William,52.75,William
20 c,Charrière Simon (2000),52.50,(2000)
21 b,Bel Yannick (2001),52.25,(2001)
24,Brasey Cédric **,28.00,**
