place,name,points,level
1,Giger Samuel ***,59.25,***
4,Räbmatter Patrick ***,57.00,***
6 a,Heiniger Marco **,56.50,**
6 d,Vogel Remo **,56.50,**
7 b,Hügli Kaj **,56.25,**
7 e,Bernold Christian **,56.25,**
8 b,Kurmann Toni *,55.75,*
9 b,Reichmuth Roland *,55.50,*
Inner,weizer Schwingerverband,,Schwingerverband
2,Schlegel Werner **,58.25,**
5 a,Arnold Stefan **,56.75,**
6 b,Schöpfer Ronny **,56.50,**
6 e,Burch Jonas *,56.50,*
7 c,Bürli Roger **,56.25,**
7 f,Stoll Simon **,56.25,**
8 c,Dändliker Shane **,55.75,**
9 c,Odermatt Christian **,55.50,**
3,Müllestein Mike ***,57.25,***
5 b,Doppmann Urs **,56.75,**
6 c,Lang Sven **,56.50,**
7 a,Reichmuth Marco **,56.25,**
7 d,Ulrich Marco **,56.25,**
8 a,Portmann Josef **,55.75,**
9 a,Schmid Dominik **,55.50,**
9 d,Graber Michael *,55.50,*
10,Lemmenmeier Lukas *,55.25,*
11 c,Schäppi Urs *,55.00,*
12 a,Schmutz Simon *,54.75,*
12 d,Döbeli Andreas ***,54.75,***
13 a,Joho Philip *,54.50,*
13 d,Schmid Samuel **,54.50,**
13 g,Bucher Thomas *,54.50,*
15 b,Arnold Fabian *,54.00,*
15 e,Good Marco *,54.00,*
Inner,weizer Schwingerverband,,Schwingerverband
11 a,Hermann Oliver **,55.00,**
11 d,Suppiger Werner **,55.00,**
12 b,Kenel Franz-Toni *,54.75,*
12 e,Bucher Roland *,54.75,*
13 b,Burkhalter Stefan ***,54.50,***
13 e,Rüegger Aaron *,54.50,*
14,Bader Fabian *,54.25,*
15 c,Leuthard Reto **,54.00,**
16 a,Wallimann Remo *,53.75,*
11 b,Scherer Niklaus **,55.00,**
11 e,Schürpf Bruno *,55.00,*
12 c,Kälin Roland **,54.75,**
12 f,Oettli Marco **,54.75,**
13 c,Zürcher Ueli *,54.50,*
13 f,Gerber Andrj *,54.50,*
15 a,Nägeli Marco **,54.00,**
15 d,Erb Roger **,54.00,**
16 b,Betschart Patrick *,53.75,*
16 c,Hegner Ueli *,53.75,*
17 b,Poltera Andrin *,53.50,*
17 e,Gmür Pirmin **,53.50,**
19 a,Hess Michael *,53.00,*
20 b,Bruder Adrian *,52.75,*
22,Notz Beni ***,45.00,***
24 a,Streiﬀ Dominik *,35.75,*
26 a,Stüdeli Thomas **,35.00,**
26 d,Geisser Lars **,35.00,**
28 a,Eﬃnger Markus *,34.50,*
Inner,weizer Schwingerverband,,Schwingerverband
16 d,Felder Martin *,53.75,*
17 c,Huber Alex *,53.50,*
18 a,Bürgi Reto *,53.25,*
19 b,Arnold Marcel *,53.00,*
21 a,Würsch Lars *,52.25,*
23 a,Zurﬂuh Roman **,36.50,**
24 b,Schuler Philipp **,35.75,**
26 b,Odermatt Andreas **,35.00,**
27 a,Gartmann Mauro **,34.75,**
28 b,Wey Nicola *,34.50,*
17 a,Niederberger Markus *,53.50,*
17 d,Henzer Andreas **,53.50,**
18 b,Riget Florian *,53.25,*
20 a,Schuler Daniel *,52.75,*
21 b,Barmettler Peter *,52.25,*
23 b,Müller Michael **,36.50,**
25,Arnold Daniel *,35.25,*
26 c,Hürlimann Mathias *,35.00,*
27 b,Rüegg Fabian *,34.75,*
28 c,Murer Andy **,34.50,**
28 d,Brand Christian **,34.50,**
30 a,Mangold Martin *,34.00,*
32 a,Kohler Adrian *,8.50,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Inner,weizer Schwingerverband,,Schwingerverband
28 e,Lisser Daniel *,34.50,*
30 b,Bernold Edi **,34.00,**
32 b,Käslin Ruedi *,8.50,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
29,Fontana Michael *,34.25,*
31,Kennel Beat **,17.25,**
33 °,Elsener Adrian **,0.00,**
