place,name,points,level
1,Imhof Andi ***,58.75,***
3 a,Müller Michael **,57.25,**
3 d,Nötzli Reto ***,57.25,***
4 c,Rohrer Marco **,57.00,**
5 a,Rohrer Ivan **,56.75,**
5 d,von Ah Benji ***,56.75,***
5 g,Müller Roger,56.75,Roger
Ob-/N,alden,,alden
2 a,Schelbert Ralf **,57.50,**
3 b,Scheuber Lutz **,57.25,**
4 a,Schurtenberger Sven ***,57.00,***
4 d,Wyrsch Marco **,57.00,**
5 b,Heiniger Marco *,56.75,*
5 e,Herger Matthias **,56.75,**
5 h,Portmann Josef *,56.75,*
2 b,Steinauer Adrian **,57.50,**
3 c,Bieri Marcel **,57.25,**
4 b,Fankhauser Erich ***,57.00,***
4 e,Betschart Remo **,57.00,**
5 c,Hurschler Thomas **,56.75,**
5 f,Kurmann Toni,56.75,Toni
6 a,Gwerder Christian **,56.50,**
6 b,Arnold Fabian,56.50,Fabian
6 e,Müllestein Mike ***,56.50,***
7 b,Reichmuth Lukas (2000) *,56.25,*
7 e,Zimmermann Martin **,56.25,**
8 c,Bürgi Reto *,56.00,*
8 f,Mathis Marcel ***,56.00,***
8 i,Fessler Linus **,56.00,**
9 c,Kennel Stefan **,55.75,**
9 f,Binggeli Stefan *,55.75,*
Ob-/N,alden,,alden
6 c,Lemmenmeier Lukas,56.50,Lukas
6 f,Ettlin Stefan *,56.50,*
7 c,Rohrer Beat *,56.25,*
8 a,Arnold Daniel *,56.00,*
8 d,Elmiger Andreas,56.00,Andreas
8 g,Reichmuth Marco **,56.00,**
9 a,Muﬀ André *,55.75,*
9 d,Wallimann Remo,55.75,Remo
9 g,Durrer Markus,55.75,Markus
6 d,Würsch Lars,56.50,Lars
7 a,Odermatt Christian **,56.25,**
7 d,Durrer Nando,56.25,Nando
8 b,Bachmann Roger *,56.00,*
8 e,Kenel Franz-Toni *,56.00,*
8 h,Arnold Raphael *,56.00,*
9 b,Schuler Alex ***,55.75,***
9 e,Bernet Christoph *,55.75,*
9 h,Heinzer Stefan **,55.75,**
9 i,Hürlimann Mathias (2000),55.75,(2000)
10 a,Bieri Christian **,55.50,**
10 d,Heiniger Luca,55.50,Luca
10 g,Vogler Daniel *,55.50,*
10 j,Gasser Dominik 1,55.50,1
10 m,Wyss Christian,55.50,Christian
11 c,Lussi Marco *,55.25,*
11 f,Della Torre Simon,55.25,Simon
11 i,Heinzer Josef,55.25,Josef
Ob-/N,alden,,alden
9 j,Niederberger Markus *,55.75,*
10 b,Ming Hannes,55.50,Hannes
10 e,Hess Dominik *,55.50,*
10 h,Zgraggen Peter,55.50,Peter
10 k,Graber Sandro,55.50,Sandro
11 a,Elsener Marcel *,55.25,*
11 d,Amgarten Roman *,55.25,*
11 g,Gloggner Reto **,55.25,**
11 j,Vogler Jonas,55.25,Jonas
9 k,Rohrer Ueli *,55.75,*
10 c,Ettlin Martin,55.50,Martin
10 f,Ming Christian 2,55.50,2
10 i,Burch Thomas,55.50,Thomas
10 l,Odermatt Remo *,55.50,*
11 b,Imfeld Beat,55.25,Beat
11 e,Bühler Patrice,55.25,Patrice
11 h,Hochholdinger Roman **,55.25,**
11 k,Widmer Dominik,55.25,Dominik
12 a,Gut Koni,55.00,Koni
12 d,Röthlin Pascal,55.00,Pascal
12 g,Durrer Robin,55.00,Robin
12 j,Gisler Jonas (2001),55.00,(2001)
13 c,Peng Mike ***,54.75,***
13 f,Odermatt Andreas *,54.75,*
13 i,Wicki David,54.75,David
14 a,Betschart Daniel,54.50,Daniel
14 d,Herger Simon,54.50,Simon
Ob-/N,alden,,alden
12 b,Thierstein Marco *,55.00,*
12 e,Vogel Manuel,55.00,Manuel
12 h,Elsener Manuel,55.00,Manuel
13 a,Durrer Fabian *,54.75,*
13 d,Bucher Thomas,54.75,Thomas
13 g,Bürgi Tobias,54.75,Tobias
13 j,Wicki Patrick,54.75,Patrick
14 b,Bienz Romeo,54.50,Romeo
14 e,Arnold Lukas,54.50,Lukas
12 c,Gander Michael,55.00,Michael
12 f,von Ah Markus,55.00,Markus
12 i,Gloggner Philipp ***,55.00,***
13 b,Zanini David (2000),54.75,(2000)
13 e,Fallegger Joel,54.75,Joel
13 h,Fontana Michael *,54.75,*
13 k,Burch Jonas *,54.75,*
14 c,Gander Adrian *,54.50,*
14 f,Durrer Lukas,54.50,Lukas
14 g,Durrer Ueli,54.50,Ueli
