place,name,points,level
1,Zwyssig Raphael ***,58.75,***
3 b,Schneider Domenic ***,57.75,***
4 c,Schmid Dominik **,57.50,**
5 b,Keller Werner *,57.25,*
5 e,Dumelin David **,57.25,**
6 c,Leuppi Karim *,57.00,*
6 f,Büchler Livio,57.00,Livio
7 b,Bühler Hannes *,56.75,*
Appe,ll,,ll
2,Koch Thomas **,58.00,**
4 a,Dörig Erich *,57.50,*
4 d,Wittenwiler Roman **,57.50,**
5 c,Koch Reto **,57.25,**
6 a,Bernold Christian **,57.00,**
6 d,Schläpfer Markus **,57.00,**
6 g,Fejzaj Naim **,57.00,**
7 c,Giger Lorenz,56.75,Lorenz
3 a,Bless Michael ***,57.75,***
4 b,Hersche Martin ***,57.50,***
5 a,Forrer Arnold ***,57.25,***
5 d,Poltera Andrin **,57.25,**
6 b,Kurmann Patrick *,57.00,*
6 e,Biäsch Christian *,57.00,*
7 a,Brülisauer Dominik,56.75,Dominik
7 d,Kolb Pirmin *,56.75,*
7 e,Kuster Thomas **,56.75,**
7 h,Schmid Patrick *,56.75,*
8 b,Baumgartner Ramon **,56.50,**
10 a,Ackermann Rico *,56.00,*
10 d,Lanter Christian *,56.00,*
11 c,Mösli Marcel,55.75,Marcel
11 f,Hugelshofer Lars *,55.75,*
11 i,Horner Sämi,55.75,Sämi
12 b,Ackermann Roman,55.50,Roman
Appe,ll,,ll
7 f,Elmer Daniel *,56.75,*
7 i,Ulmann Fabian *,56.75,*
9 a,Hug Jan,56.25,Jan
10 b,Giger Urs *,56.00,*
11 a,Notz Beni ***,55.75,***
11 d,Neﬀ Florian *,55.75,*
11 g,Kiener Raphael,55.75,Raphael
11 j,Schmid Gian,55.75,Gian
12 c,Bleiker Ueli (2004) *,55.50,*
7 g,Fuster Sepp *,56.75,*
8 a,Jörger Corsin *,56.50,*
9 b,Kobler Janosch *,56.25,*
10 c,Joos Enrico *,56.00,*
11 b,Heierli Pascal **,55.75,**
11 e,Steiner Michael **,55.75,**
11 h,Lüthi Manuel *,55.75,*
12 a,Burkhalter Thomas *,55.50,*
12 d,Bollhalder Manuel *,55.50,*
12 e,Flück Bruno,55.50,Bruno
12 h,Keller Cedric,55.50,Cedric
12 k,Signer Walter,55.50,Walter
12 n,Diem Hansruedi,55.50,Hansruedi
12 q,Müller Jano (2005),55.50,(2005)
13 b,Hinrichs Silvio (2004),55.25,(2004)
13 e,Ruppanner Philipp,55.25,Philipp
13 h,Giger Florian,55.25,Florian
Appe,ll,,ll
12 f,Fuster Arjuna,55.50,Arjuna
12 i,Mettler Valentin *,55.50,*
12 l,Wehrli Jan,55.50,Jan
12 o,Keller Stefan,55.50,Stefan
12 r,Nüesch Sandro (2005),55.50,(2005)
13 c,Inauen Andreas *,55.25,*
13 f,Bösch Mario (2006),55.25,(2006)
13 i,Inauen Silvan,55.25,Silvan
12 g,Imhof Gregor,55.50,Gregor
12 j,Schlegel Reto *,55.50,*
12 m,Wild Thomas *,55.50,*
12 p,Lenherr Jonas (2005),55.50,(2005)
13 a,Bickel Roman *,55.25,*
13 d,Inauen Aurel,55.25,Aurel
13 g,Dobler Mathias,55.25,Mathias
13 j,Joos Roman (2005),55.25,(2005)
13 k,Keller Neel (2004),55.25,(2004)
13 n,Schmid Robin (2006),55.25,(2006)
13 q,Signer Andy **,55.25,**
14 c,Gasenzer Christian (2004),55.00,(2004)
14 f,Vetterli Sven,55.00,Sven
14 i,Schläpfer Matthias *,55.00,*
15 b,Habegger Andrin (2005),54.75,(2005)
15 e,Schmid Michael,54.75,Michael
16 c,Schiess Christian,54.50,Christian
Appe,ll,,ll
13 l,Landolt Reto *,55.25,*
13 o,Tanner Adrian,55.25,Adrian
14 a,Bachmann Janos (2004),55.00,(2004)
14 d,Pianta Christian *,55.00,*
14 g,Ziegler Andreas,55.00,Andreas
14 j,Peter Philipp,55.00,Philipp
15 c,Sprecher Martin,54.75,Martin
16 a,Fässler Michael,54.50,Michael
16 d,Inauen Maurus,54.50,Maurus
13 m,Mösli Reto,55.25,Reto
13 p,Wartmann Otto,55.25,Otto
14 b,Dörig Maurus (2004),55.00,(2004)
14 e,Rust Emanuel,55.00,Emanuel
14 h,Keller Manuel *,55.00,*
15 a,Baumann Rico *,54.75,*
15 d,Müller Josias (2006),54.75,(2006)
16 b,Nock Benjamin *,54.50,*
16 e,Kundert Elias (2005) *,54.50,*
16 f,Oertle Daniel *,54.50,*
17 b,Raymann Jan,54.25,Jan
17 e,Bossert Luc (2006),54.25,(2006)
17 h,Signer Ramon,54.25,Ramon
18 c,Müller Christian,54.00,Christian
18 f,Stadelmann Patrick,54.00,Patrick
18 i,Meier Adrian (2005),54.00,(2005)
