place,name,points,level
1,Wenger Kilian ***,59.50,***
3 b,Thoenen Henryc **,57.50,**
5 a,Müllestein Mike **,56.75,**
5 d,Studinger Stephan **,56.75,**
7,Bieri Christoph ***,56.25,***
8 c,Henzer Andreas **,56.00,**
8 f,Voggensperger Janic (1998) *,56.00,*
9 c,von Arx Christian *,55.75,*
9 f,Mahrer Jürg **,55.75,**
Nord,tschweizerischer Schwingerverband,,Schwingerverband
2,Käser Remo **,58.00,**
4 a,Aeschbacher Matthias **,57.00,**
5 b,Schuler Alex **,56.75,**
6 a,Stoﬀel Marc **,56.50,**
8 a,Döbeli Andreas (1998) *,56.00,*
8 d,Nyﬀeler Christoph,56.00,Christoph
9 a,Döbeli Lukas (2000),55.75,(2000)
9 d,Eggen Markus,55.75,Markus
9 g,Mangold Michael,55.75,Michael
3 a,Schuler Christian ***,57.50,***
4 b,Gisler Bruno ***,57.00,***
5 c,Stalder Remo ***,56.75,***
6 b,Alpiger Nick **,56.50,**
8 b,Erb Roger **,56.00,**
8 e,Vieira Tiago **,56.00,**
9 b,Stoll Simon,55.75,Simon
9 e,Hasler Manuel *,55.75,*
9 h,Schaﬀner Samuel **,55.75,**
9 i,Widmer Tobias **,55.75,**
10 a,Hauri Urs **,55.50,**
10 d,Matthey Mickaël **,55.50,**
10 g,Probst Gabriel **,55.50,**
10 j,Ris Jörn (1998),55.50,(1998)
11 c,Gabathuler Björn (1998),55.25,(1998)
11 f,Bearda Samuel,55.25,Samuel
11 i,Reimann Marco (1998),55.25,(1998)
12 b,Siegrist Christian,55.00,Christian
Nord,tschweizerischer Schwingerverband,,Schwingerverband
9 j,Löw Christophe **,55.75,**
10 b,Kocher Remo **,55.50,**
10 e,Winiger Fabian **,55.50,**
10 h,Räbmatter Patrick **,55.50,**
11 a,Wiederkehr Michael,55.25,Michael
11 d,Hermann Oliver,55.25,Oliver
11 g,Duplan Steve **,55.25,**
11 j,Klausner Yanick **,55.25,**
12 c,Widmer Cyrill (1998),55.00,(1998)
9 k,Roch Vincent *,55.75,*
10 c,Leuthard Reto *,55.50,*
10 f,Huber Cédric **,55.50,**
10 i,Steinmann Yves *,55.50,*
11 b,Brand Christian **,55.25,**
11 e,Hügli Kaj *,55.25,*
11 h,Lehmann Robin (1999),55.25,(1999)
12 a,Jusuﬁ Azret,55.00,Azret
12 d,Büchi Christian,55.00,Christian
12 e,Schär Jonas (1999),55.00,(1999)
12 h,Moser Matthias *,55.00,*
13 b,Kropf Marcel **,54.75,**
14 b,Scherrer Johann **,54.50,**
15 a,Büttler Adrian (1999),54.25,(1999)
15 d,Müller Simon,54.25,Simon
