place,name,points,level
1,Wicki Joel ***,59.00,***
3 b,Graber Michael *,58.00,*
4 b,Fankhauser Reto **,57.75,**
5 c,Bättig Martin *,57.50,*
6 c,Kaufmann Reto *,57.25,*
6 f,Wyss Christian,57.25,Christian
7 c,Bürli Roger **,57.00,**
7 f,Waser Dominik **,57.00,**
2,Ambühl Joel **,58.50,**
3 c,Gäumann Stefan **,58.00,**
5 a,Odermatt Christian **,57.50,**
6 a,Lustenberger Marc (2003) *,57.25,*
6 d,Jund Matthias *,57.25,*
7 a,Lustenberger Josef *,57.00,*
7 d,Schöpfer Ronny **,57.00,**
7 g,Stöckli Damian *,57.00,*
3 a,Lang Sven **,58.00,**
4 a,Fankhauser Erich ***,57.75,***
5 b,Schurtenberger Sven ***,57.50,***
6 b,Steinauer Adrian **,57.25,**
6 e,Fellmann Roman **,57.25,**
7 b,Fankhauser Marco **,57.00,**
7 e,Scherer Niklaus **,57.00,**
7 h,Schnider Markus *,57.00,*
7 i,Müller Luca (2004),57.00,(2004)
8 a,Schürpf Bruno *,56.75,*
8 d,Scherrer Fabian *,56.75,*
8 g,Wyrsch Silvio *,56.75,*
8 j,Bühler Kilian,56.75,Kilian
9 b,Suter Samuel,56.50,Samuel
9 e,Doppmann Urs **,56.50,**
10 c,Gäggeler Adrian *,56.25,*
10 f,Hess Dominik *,56.25,*
7 j,Kurmann Toni *,57.00,*
8 b,Kenel Franz-Toni *,56.75,*
8 e,Murer Andy **,56.75,**
8 h,Gasser Peter *,56.75,*
8 k,Durrer Nando *,56.75,*
9 c,Suppiger Werner **,56.50,**
10 a,Felder Martin *,56.25,*
10 d,Steiner Severin,56.25,Severin
10 g,Arnold Marcel *,56.25,*
7 k,Fink Bruno *,57.00,*
8 c,Thierstein Marco *,56.75,*
8 f,Lemmenmeier Lukas *,56.75,*
8 i,Egli Damian **,56.75,**
9 a,Troxler Jonas *,56.50,*
9 d,Hegner Ueli *,56.50,*
10 b,Rüegsegger Christian,56.25,Christian
10 e,Riebli Urs *,56.25,*
11,Schuler Alex ***,56.00,***
12 a,Lagler Christian *,55.75,*
12 d,Thalmann Thomas *,55.75,*
12 g,Kälin Roland **,55.75,**
12 j,von Wyl Kevin (2004),55.75,(2004)
12 m,Schöpfer Marco (2003),55.75,(2003)
13 c,Züger Benjamin (2004),55.50,(2004)
13 f,Felder Seppi *,55.50,*
13 i,Huser Christian,55.50,Christian
13 l,Schaller Noah,55.50,Noah
12 b,Elsener Marcel *,55.75,*
12 e,Elmiger Andreas *,55.75,*
12 h,Herger Fabian *,55.75,*
12 k,Reichmuth Roland *,55.75,*
13 a,Schwyzer Samuel *,55.50,*
13 d,Nötzli Reto ***,55.50,***
13 g,Elmiger Matthias,55.50,Matthias
13 j,Herger Andreas,55.50,Andreas
14 a,Lussi Marco **,55.25,**
12 c,Wyrsch Hansi,55.75,Hansi
12 f,Blaser Roman *,55.75,*
12 i,Bachmann Roger *,55.75,*
12 l,Kessler Joel *,55.75,*
13 b,Scherrer Patrick,55.50,Patrick
13 e,Kurmann Jvo,55.50,Jvo
13 h,Ming Christian 2,55.50,2
13 k,Brunner Timon,55.50,Timon
14 b,Bucher Roland *,55.25,*
14 c,Wicki Patrick,55.25,Patrick
14 f,Müller Roger *,55.25,*
14 i,Wyss Sven *,55.25,*
14 l,Schärli Reto *,55.25,*
14 o,Lüthy Ralph,55.25,Ralph
14 r,Arnold Lukas,55.25,Lukas
15 b,Vogler Jonas,55.00,Jonas
15 e,Bucher André,55.00,André
15 h,Achermann Simon,55.00,Simon
14 d,Walker Jan (2004),55.25,(2004)
14 g,Bühler Ramon,55.25,Ramon
14 j,Wigger Simon,55.25,Simon
14 m,Rüegsegger Ueli *,55.25,*
14 p,Duss Yvan (2003),55.25,(2003)
14 s,Zemp Christian (2004),55.25,(2004)
15 c,Häller Nick,55.00,Nick
15 f,Andermatt Reto,55.00,Reto
15 i,Achermann Ivan (2005),55.00,(2005)
14 e,Vogel Marcel *,55.25,*
14 h,Barmettler Severin (2005),55.25,(2005)
14 k,von Rickenbach Carlo (2005),55.25,(2005)
14 n,Niederberger Markus *,55.25,*
14 q,Bieri Elias,55.25,Elias
15 a,Wittwer Roy,55.00,Roy
15 d,Gisler Silvan,55.00,Silvan
15 g,Albert Thomas,55.00,Thomas
15 j,Herger Marco,55.00,Marco
15 k,Egli Adrian,55.00,Adrian
16 a,Ulrich Marco **,54.75,**
16 d,Huser Tobias,54.75,Tobias
16 g,Wicki David *,54.75,*
16 j,Ettlin Michael,54.75,Michael
17 b,Simmen Robin (2004),54.50,(2004)
17 e,Fellmann Simon,54.50,Simon
17 h,Bättig Patrick (2003),54.50,(2003)
15 l,Birchler Fabian,55.00,Fabian
