place,name,points,level
1,Grab Martin ***,59.25,***
4,Ettlin Stefan *,58.00,*
6 a,Rohrer Ivan **,57.00,**
6 d,Fankhauser Marco **,57.00,**
6 g,von Ah Benji ***,57.00,***
6 j,Scherer Niklaus,57.00,Niklaus
7 c,Fellmann Roman *,56.75,*
7 f,Waser Dominik **,56.75,**
8 c,Wetzstein Adrian,56.50,Adrian
2,Müllestein Mike ***,58.50,***
5 a,Hasler Florian **,57.25,**
6 b,Brun Samuel **,57.00,**
6 e,Reichmuth Lukas (2000),57.00,(2000)
6 h,Baumann Roger *,57.00,*
7 a,Hurschler Thomas **,56.75,**
7 d,Inderbitzin Daniel *,56.75,*
8 a,Stucki Christian,56.50,Christian
8 d,Fink Bruno *,56.50,*
3,Bieri Marcel **,58.25,**
5 b,Fankhauser Erich ***,57.25,***
6 c,Durrer Fabian,57.00,Fabian
6 f,Schurtenberger Sven ***,57.00,***
6 i,Reichmuth Armin *,57.00,*
7 b,Schuler Philipp **,56.75,**
7 e,Nietlispach Pascal **,56.75,**
8 b,Suppiger Werner **,56.50,**
8 e,Elsener Marcel,56.50,Marcel
8 f,Zurﬂuh Michael *,56.50,*
9 c,Kennel Stefan **,56.25,**
9 f,Bucher Christian *,56.25,*
9 i,Streiﬀ Dominik *,56.25,*
10 c,Arnold Lukas,56.00,Lukas
10 f,Doppmann Urs *,56.00,*
10 i,Zemp Thomas *,56.00,*
11 c,Niederberger Markus *,55.75,*
11 f,Schuler Alex,55.75,Alex
9 a,Arnold Andreas *,56.25,*
9 d,Linggi Bruno **,56.25,**
9 g,Erb Roger **,56.25,**
10 a,Höﬂiger Andreas **,56.00,**
10 d,Bucher Thomas,56.00,Thomas
10 g,Muﬀ André *,56.00,*
11 a,Bieri Christian **,55.75,**
11 d,Odermatt Sepp,55.75,Sepp
12 a,Arnold Stefan **,55.50,**
9 b,Betschart Remo **,56.25,**
9 e,Vogel Remo **,56.25,**
9 h,Fässler Dominic **,56.25,**
10 b,Ambühl Joel *,56.00,*
10 e,Durrer Nando,56.00,Nando
10 h,Würsch Lars,56.00,Lars
11 b,Wicki David,55.75,David
11 e,Waser Raphael,55.75,Raphael
12 b,Bucher Roland *,55.50,*
12 c,Elmiger Andreas,55.50,Andreas
12 f,Gisler Stefan,55.50,Stefan
12 i,Betschart Patrick *,55.50,*
12 l,Zimmermann Reto,55.50,Reto
13 b,Odermatt Andreas *,55.25,*
13 e,Graber Sandro,55.25,Sandro
13 h,Ming Christian *,55.25,*
13 k,Hess Dominik *,55.25,*
12 d,Schmid Simon (2000),55.50,(2000)
12 g,Kennel Beat *,55.50,*
12 j,Bühler Kilian (2000),55.50,(2000)
12 m,Zurﬂuh Roman **,55.50,**
13 c,Bucher André (2001),55.25,(2001)
13 f,Achermann Christoph *,55.25,*
13 i,Ottiger Lukas,55.25,Lukas
13 l,Langenstein Philip **,55.25,**
12 e,Gerber Peter *,55.50,*
12 h,Nötzli Reto ***,55.50,***
12 k,Lagler Christian,55.50,Christian
13 a,Herger Fabian *,55.25,*
13 d,Bürgi Reto *,55.25,*
13 g,Durrer Lukas,55.25,Lukas
13 j,Suter Bruno (2002),55.25,(2002)
14 a,Wallimann Remo,55.00,Remo
14 b,Heinzer Ronny *,55.00,*
14 e,Gut Koni,55.00,Koni
15 b,Gwerder Carlo **,54.75,**
15 e,Betschart Marcel *,54.75,*
15 h,Zimmermann Raﬀael (2000),54.75,(2000)
15 k,Bachmann Adrian,54.75,Adrian
16 a,Birchler Fabian (2000),54.50,(2000)
16 d,Kenel Franz-Toni *,54.50,*
16 g,Schmidiger Marco *,54.50,*
14 c,Baumann Lukas,55.00,Lukas
14 f,Hürlimann Mathias (2000),55.00,(2000)
15 c,Moos Christoph *,54.75,*
15 f,Hösli Fritz *,54.75,*
15 i,Blaser Theo *,54.75,*
15 l,Hurschler Michael,54.75,Michael
16 b,Henzer Andreas **,54.50,**
16 e,Odermatt Remo *,54.50,*
16 h,Vonlaufen Lukas *,54.50,*
14 d,Elsener Manuel,55.00,Manuel
