place,name,points,level
1,Gapany Benjamin **,58.75,**
4 a,Ulrich Andreas ***,57.25,***
5 a,Borcard Johann **,57.00,**
5 d,Hayoz Quentin *,57.00,*
5 g,Dousse Michel **,57.00,**
6 c,Ducry Antoine **,56.75,**
6 f,Mollet Ivan *,56.75,*
7 c,Zimmermann Mario *,56.50,*
Fribo,eoise,,eoise
2,Müllestein Mike ***,58.50,***
4 b,Dubey Gaël,57.25,Gaël
5 b,Gottofrey Marc **,57.00,**
5 e,Hofer Sven *,57.00,*
6 a,Brodard Augustin **,56.75,**
6 d,Matthey Mickaël **,56.75,**
7 a,Gwerder Michael (2000) **,56.50,**
7 d,Piemontesi Pascal **,56.50,**
3,Kramer Lario **,58.25,**
4 c,Roch Vincent **,57.25,**
5 c,Guisolan Marc **,57.00,**
5 f,Ledermann Michael (2000),57.00,(2000)
6 b,Colò Kilian **,56.75,**
6 e,Cardinaux Victor **,56.75,**
7 b,Heinzer Ronny *,56.50,*
7 e,Haenni Stéphane **,56.50,**
8,Barras François *,56.25,*
9 c,Kyburz Silas,56.00,Silas
10 b,Borcard Clovis,55.75,Clovis
10 e,Mauron Olivier *,55.75,*
10 h,Kramer Dorian *,55.75,*
10 k,Loup Alexandre *,55.75,*
11 c,Loup Grégoire (2000),55.50,(2000)
11 f,Esseiva Olivier,55.50,Olivier
11 i,Steiner Pirmin,55.50,Pirmin
Fribo,eoise,,eoise
9 a,Brodard Simon **,56.00,**
9 d,Barras André *,56.00,*
10 c,Jakob Manuel,55.75,Manuel
10 f,Derron Cédric *,55.75,*
10 i,Tschachtli Sven (2002),55.75,(2002)
11 a,Vaucher Rémy,55.50,Rémy
11 d,Reichmuth Lukas (2000) *,55.50,*
11 g,Grossenbacher Simon (2002),55.50,(2002)
11 j,Wieland Micha,55.50,Micha
9 b,Collaud Romain (2002),56.00,(2002)
10 a,Balimann Sandro (2001),55.75,(2001)
10 d,Lötscher Adrian *,55.75,*
10 g,Ducrest Etienne *,55.75,*
10 j,Bersier Jean-Jacques *,55.75,*
11 b,Kohler Matthias,55.50,Matthias
11 e,Délitroz Lucien,55.50,Lucien
11 h,Isoz Bertrand,55.50,Bertrand
11 k,Zingrich Jan,55.50,Jan
12 a,Balimann Fabian,55.25,Fabian
12 d,Buchs Julien,55.25,Julien
12 g,Minder Florian **,55.25,**
12 j,Sturny Nicolas,55.25,Nicolas
12 m,Z'Rotz Roman,55.25,Roman
13 c,Mollet Adrian,55.00,Adrian
13 f,Cotting Florian,55.00,Florian
13 i,Kilchoer Alain *,55.00,*
13 l,Schürpf Bruno *,55.00,*
Fribo,eoise,,eoise
12 b,Lerch Jimmy *,55.25,*
12 e,Charrière Simon (2000),55.25,(2000)
12 h,Rapin Florent *,55.25,*
12 k,Wieland Janis *,55.25,*
13 a,Cotting Alexandre,55.00,Alexandre
13 d,Monney Branighan,55.00,Branighan
13 g,Dind Clément,55.00,Clément
13 j,Pürro David (2001),55.00,(2001)
14 a,Burri Flemming,54.75,Flemming
12 c,Barras David *,55.25,*
12 f,Fankhauser Hans (2001),55.25,(2001)
12 i,Roth Simon (2000),55.25,(2000)
12 l,Zbinden Samuel (2000),55.25,(2000)
13 b,Maridor Loïc,55.00,Loïc
13 e,Borcard Guillaume,55.00,Guillaume
13 h,Jeannin Jess (2000),55.00,(2000)
