place,name,points,level
1,Kuster Marcel ***,59.50,***
3 b,Schmid Patrick *,58.00,*
5,Marty Jaime (2000),57.25,(2000)
6 c,Krähenbühl Lukas *,57.00,*
6 f,Geisser Lars **,57.00,**
7 b,Bernold Christian **,56.75,**
7 e,Wickli Beat **,56.75,**
7 h,Fuster Sepp,56.75,Sepp
Wolfh,en,,en
2,Bless Michael ***,58.25,***
4 a,Ammann Rico *,57.50,*
6 a,Hersche Martin ***,57.00,***
6 d,Roth Martin **,57.00,**
6 g,Koch Reto *,57.00,*
7 c,Schmid Dominik **,56.75,**
7 f,Zwyssig Raphael ***,56.75,***
7 i,Giger Urs *,56.75,*
3 a,Bösch Daniel ***,58.00,***
4 b,Kuster Thomas *,57.50,*
6 b,Wittenwiler Roman *,57.00,*
6 e,Schläpfer Matthias *,57.00,*
7 a,Alder Armin,56.75,Armin
7 d,Vollenweider Jeremy *,56.75,*
7 g,Battaglia Ursin **,56.75,**
7 j,Koch Thomas *,56.75,*
7 k,Vestner Bruno *,56.75,*
8 b,Wey Nicola *,56.50,*
9 c,Inauen Aurel,56.25,Aurel
9 f,Schläpfer Markus **,56.25,**
11 a,Bischof Martin,55.75,Martin
11 d,Bühler Hannes *,55.75,*
12 b,Inauen Andreas *,55.50,*
12 e,Hugelshofer Lars (2001),55.50,(2001)
12 h,Schudel Simon *,55.50,*
Wolfh,en,,en
7 l,Poltera Andrin *,56.75,*
9 a,Fejzaj Naim **,56.25,**
9 d,Kammermann Thomas *,56.25,*
9 g,Räbsamen Marcel (2000),56.25,(2000)
11 b,Gartmann Mauro *,55.75,*
11 e,Oertle Daniel *,55.75,*
12 c,Schwyn Adrian *,55.50,*
12 f,Keller Dominic,55.50,Dominic
13 a,Oertig Simon *,55.25,*
8 a,Keller Werner,56.50,Werner
9 b,Dörig Erich *,56.25,*
9 e,Peng Mike ***,56.25,***
10,Elmer Daniel *,56.00,*
11 c,Ackermann Roman,55.75,Roman
12 a,Dändliker Shane **,55.50,**
12 d,Aebli Nino (2000),55.50,(2000)
12 g,Manser Adrian,55.50,Adrian
13 b,Rotach Lars (2000),55.25,(2000)
13 c,Vestner Roman *,55.25,*
13 f,Manser Mathias,55.25,Mathias
13 i,Ott Damian (2000) **,55.25,**
13 l,Steiner Lukas (2002),55.25,(2002)
14 a,Fontana Michael *,55.00,*
14 d,Ziegler Andreas (2002),55.00,(2002)
14 g,Jud Reto (2001),55.00,(2001)
14 j,Nüesch Remo (2001),55.00,(2001)
Wolfh,en,,en
13 d,Frick Andreas *,55.25,*
13 g,Mathis Patrick,55.25,Patrick
13 j,Schmid Reto,55.25,Reto
13 m,Thoma Luca (2000),55.25,(2000)
14 b,Kobler Janosch (2000),55.00,(2000)
14 e,Hänni Marc (2001),55.00,(2001)
14 h,Koller Fabian *,55.00,*
14 k,Rohrbach Jérôme (2000),55.00,(2000)
13 e,Glättli Benny,55.25,Benny
13 h,Matter Stefan,55.25,Stefan
13 k,Schweingruber Thomas,55.25,Thomas
13 n,Heierli Pascal *,55.25,*
14 c,Martin Dominik,55.00,Dominik
14 f,Hungerbühler Marcel,55.00,Marcel
14 i,Lieberherr Michael,55.00,Michael
