place,name,points,level
1,Bless Michael ***,58.50,***
2 c,Roth Martin **,57.50,**
4 a,Schneider Mario **,57.00,**
5 a,Wittenwiler Roman *,56.75,*
5 d,Koch Thomas *,56.75,*
6 a,Wickli Beat **,56.50,**
6 d,Krähenbühl Tobias ***,56.50,***
7 c,Gmür Pirmin **,56.25,**
Appe,ll,,ll
2 a,Schläpfer Markus **,57.50,**
3 a,Poltera Andrin *,57.25,*
4 b,Giger Urs *,57.00,*
5 b,Kuster Marcel ***,56.75,***
5 e,Dändliker Shane **,56.75,**
6 b,Kuster Thomas *,56.50,*
7 a,Oettli Silvio *,56.25,*
7 d,Schlegel Sandro **,56.25,**
2 b,Schneider Domenic ***,57.50,***
3 b,Koch Reto *,57.25,*
4 c,Jörger Marc *,57.00,*
5 c,Schmid Patrick *,56.75,*
5 f,Zwyssig Raphael ***,56.75,***
6 c,Hugelshofer Lars (2001) *,56.50,*
7 b,Kindlimann Fabian ***,56.25,***
8 a,Neﬀ Florian *,56.00,*
8 b,Marty Jaime *,56.00,*
8 e,Ott Damian **,56.00,**
9 c,Geisser Lars **,55.75,**
9 f,Landolt Reto *,55.75,*
10 a,Oertig Dominik **,55.50,**
10 d,Oettli Marco **,55.50,**
10 g,Thoma Luca,55.50,Luca
10 j,Steiner Michael **,55.50,**
11 c,Schäppi Urs *,55.25,*
Appe,ll,,ll
8 c,Bernold Christian **,56.00,**
9 a,Forrer Arnold ***,55.75,***
9 d,Schläpfer Matthias *,55.75,*
9 g,Keller Werner *,55.75,*
10 b,Inauen Andreas *,55.50,*
10 e,Kammermann Thomas *,55.50,*
10 h,Mettler Valentin *,55.50,*
11 a,Notz Beni ***,55.25,***
11 d,Koller Fabian *,55.25,*
8 d,Rüegg Fabian *,56.00,*
9 b,Inauen Aurel,55.75,Aurel
9 e,Oertle Daniel *,55.75,*
9 h,Bernold Michael *,55.75,*
10 c,Thoma Christoph,55.50,Christoph
10 f,Dörig Erich *,55.50,*
10 i,Langenegger Beat,55.50,Beat
11 b,Vestner Bruno *,55.25,*
11 e,Wey Nicola *,55.25,*
11 f,Rütsche Stefan *,55.25,*
11 i,Breitenmoser Manuel *,55.25,*
12 c,Fausch Kjetil *,55.00,*
12 f,Ammann Rico *,55.00,*
12 i,Brülisauer Dominik (2001),55.00,(2001)
13 c,Niederer Andreas (2002),54.75,(2002)
13 f,Salnajs Leo,54.75,Leo
14 b,Schmid Reto,54.50,Reto
14 e,Funk Nicola *,54.50,*
Appe,ll,,ll
11 g,Inauen Marco,55.25,Marco
12 a,Riget Florian *,55.00,*
12 d,Büchler Livio (2001),55.00,(2001)
12 g,Aerne Christian *,55.00,*
13 a,Kirchmeier Christof,54.75,Christof
13 d,Bollhalder Manuel (2001) *,54.75,*
13 g,Leuppi Karim *,54.75,*
14 c,Roth Peter,54.50,Peter
14 f,Ackermann Roman,54.50,Roman
11 h,Heierli Pascal *,55.25,*
12 b,Kuhn Roman *,55.00,*
12 e,Bickel Roman *,55.00,*
12 h,Schlegel Werner (2002) **,55.00,**
13 b,Kiser Aron (2001),54.75,(2001)
13 e,Bärtsch Fabian *,54.75,*
14 a,Schrepfer Roy,54.50,Roy
14 d,Keller Andreas *,54.50,*
14 g,Ruppanner Philipp,54.50,Philipp
15 a,Nock Benjamin (2001) *,54.25,*
15 d,Fuster Arjuna (2003),54.25,(2003)
15 g,Castelli Fabio,54.25,Fabio
16 a,Rotach Lars *,54.00,*
16 d,Gartmann Mauro **,54.00,**
16 g,Naef Sandro,54.00,Sandro
16 j,Götti Samuel,54.00,Samuel
17 c,Tanner Adrian,53.75,Adrian
Appe,ll,,ll
15 b,Bühler Hannes *,54.25,*
15 e,Dobler Lorenz,54.25,Lorenz
15 h,Brügger Stefan *,54.25,*
16 b,Manser Adrian,54.00,Adrian
16 e,Wehrli Jan (2002),54.00,(2002)
16 h,Blaser Niklas *,54.00,*
17 a,Nüesch Remo (2001),53.75,(2001)
17 d,Signer Patrick,53.75,Patrick
15 c,Keller Manuel *,54.25,*
15 f,Laager Michael (2001),54.25,(2001)
15 i,Lanter Christian *,54.25,*
16 c,Keller Lukas,54.00,Lukas
16 f,Signer Walter,54.00,Walter
16 i,Schiess Daniel (2002),54.00,(2002)
17 b,Fässler Michael,53.75,Michael
17 e,Schegg Daniel,53.75,Daniel
18 a,Signer Ramon (2002),53.50,(2002)
19 a,Tschudi Mario (2001),53.25,(2001)
20 b,Dobler Mathias,53.00,Mathias
22,Bosshard Dario,45.00,Dario
24 b,Schoch Cornel,35.50,Cornel
24 e,Willi Renato,35.50,Renato
24 h,Rust Emanuel,35.50,Emanuel
24 k,Lüönd Remo (2003),35.50,(2003)
24 n,Junker Nik,35.50,Nik
24 q,Dudli Gallus,35.50,Gallus
25 a,Zeller Kevin (2003),35.25,(2003)
Appe,ll,,ll
18 b,Bischof Martin,53.50,Martin
19 b,Mösli Marcel,53.25,Marcel
20 c,Peter Philipp (2002),53.00,(2002)
23,Plüer Fabian (2003),44.25,(2003)
24 c,Knup Stephan,35.50,Stephan
24 f,Tobler Marco,35.50,Marco
24 i,Rhyner Beni,35.50,Beni
24 l,Koller Andreas,35.50,Andreas
24 o,Hollenstein Mathias (2002),35.50,(2002)
24 r,Bucher Roman (2003),35.50,(2003)
