place,name,points,level
1,Piemontesi Pascal **,58.75,**
3 a,Kramer Lario **,58.00,**
4 b,Dind Samuel **,57.50,**
5 a,Brodard Augustin **,57.00,**
6 b,Giroud Jonathan **,56.75,**
8,Colò Kilian (1999),56.00,(1999)
9 c,Mosimann Vincent *,55.75,*
9 f,Lerch Jimmy *,55.75,*
Neuc,eloise,,eloise
2 a,Haenni Stéphane **,58.25,**
3 b,Berset Julien *,58.00,*
4 c,Gottofrey Marc **,57.50,**
5 b,Roch Vincent **,57.00,**
7 a,Mollet Ivan *,56.25,*
9 a,Brodard Simon **,55.75,**
9 d,Lützelschwab Luc (1999),55.75,(1999)
9 g,Hayoz Quentin,55.75,Quentin
2 b,Guisolan Marc **,58.25,**
4 a,Borcard Johann **,57.50,**
4 d,Buchs Carlo,57.50,Carlo
6 a,Zimmermann Mario *,56.75,*
7 b,Gassmann Simon *,56.25,*
9 b,Schafer Damien *,55.75,*
9 e,Dubey Gaël,55.75,Gaël
10 a,Zosso Remo **,55.50,**
10 b,Loup Alexandre *,55.50,*
10 e,Dind Clément,55.50,Clément
10 h,Emonet Fabien **,55.50,**
11 b,Hofer Sven *,55.25,*
11 e,Taillard Virgile,55.25,Virgile
11 h,Crettaz Olivier,55.25,Olivier
11 k,Berset Cyril *,55.25,*
13 a,Vonlanthen Alexandre,54.75,Alexandre
14 b,Dorsaz Théo,54.50,Théo
Neuc,eloise,,eloise
10 c,Gottofrey Luc *,55.50,*
10 f,Cardinaux Victor **,55.50,**
10 i,Berger Dilan,55.50,Dilan
11 c,Droxler Jonathan **,55.25,**
11 f,Rapin Florent,55.25,Florent
11 i,Crausaz Simon,55.25,Simon
12 a,Z'Rotz Roman,55.00,Roman
13 b,Mollet Adrian,54.75,Adrian
15 a,Stoll Tobias,54.25,Tobias
10 d,Duplan Steve **,55.50,**
10 g,Emonet Frédéric *,55.50,*
11 a,Ledermann Michael (2000),55.25,(2000)
11 d,Zingrich Jan (1999),55.25,(1999)
11 g,Derron Cédric *,55.25,*
11 j,Cotting Florian,55.25,Florian
12 b,Von Niederhäusern Martin,55.00,Martin
14 a,Monney Branighan,54.50,Branighan
15 b,Loup Grégoire (2000),54.25,(2000)
15 c,Golliard Steve,54.25,Steve
16 b,Reichenbach Ryan (1999),54.00,(1999)
16 e,Choﬄon Anthony,54.00,Anthony
16 h,Holweger Marek,54.00,Marek
17 a,Blanchette Nicolas,53.75,Nicolas
18 a,Gaudin Jimmy,53.50,Jimmy
19 b,Ganière William,53.25,William
21,Grisel Samuel (1999),52.75,(1999)
22 c,Kérébel Thomas,52.50,Thomas
Neuc,eloise,,eloise
15 d,Beliakov Alexandre,54.25,Alexandre
16 c,Pansard Yann,54.00,Yann
16 f,Berger Sascha,54.00,Sascha
16 i,Gauch Thierry,54.00,Thierry
17 b,Wieland Janis,53.75,Janis
18 b,Erb Vincent (1999),53.50,(1999)
20 a,Heiniger Mickaël,53.00,Mickaël
22 a,Turrian Mathias,52.50,Mathias
23 a,Goy Sébastien,51.25,Sébastien
16 a,Vaucher Rémy (1999),54.00,(1999)
16 d,Curty Alexandre,54.00,Alexandre
16 g,Pasquali Quentin,54.00,Quentin
16 j,Faivre Cedric,54.00,Cedric
17 c,Hochuli Samuel,53.75,Samuel
19 a,Jeannin Jess (2000),53.25,(2000)
20 b,Dorsaz Alexandre *,53.00,*
23 b,François Théo (2000),51.25,(2000)
24,Balsiger Kevin (2001),51.00,(2001)
27,Kyburz Silas,18.50,Silas
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Neuc,eloise,,eloise
25,Ducry Antoine *,27.50,*
28,Bersier Jean-Jacques *,17.25,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
26,Riedo Fredy *,26.75,*
