place,name,points,level
1,Alpiger Nick ***,59.50,***
4,Räbmatter Patrick ***,57.50,***
6 a,Bieri Christoph ***,56.75,***
6 d,Brun Samuel **,56.75,**
6 g,Schmutz Simon (2000),56.75,(2000)
7 b,Waldner Patrick **,56.50,**
9 a,Hügli Kaj **,56.00,**
9 d,Odermatt Adrian (2001) *,56.00,*
10 c,Kohler Adrian,55.75,Adrian
Basel,d,,d
2,Voggensperger Lars (2001),58.00,(2001)
5 a,Voggensperger Janic **,57.00,**
6 b,Hasler Manuel *,56.75,*
6 e,Erb Roger **,56.75,**
6 h,Stalder Remo ***,56.75,***
8 a,Schmid David ***,56.25,***
9 b,Stoﬀel Marc **,56.00,**
10 a,Stegmüller Klemens *,55.75,*
10 d,Kramer Franz *,55.75,*
3,Döbeli Andreas *,57.75,*
5 b,Widmer Tobias **,57.00,**
6 c,Studinger Stephan **,56.75,**
6 f,Kropf Marcel **,56.75,**
7 a,Schmid Samuel **,56.50,**
8 b,von Büren Stephan **,56.25,**
9 c,Brand Christian **,56.00,**
10 b,Vieira Tiago **,55.75,**
10 e,Schaﬀner Samuel **,55.75,**
10 f,Widmer David **,55.75,**
11 b,Döbeli Lukas (2000) **,55.50,**
11 e,Stoll Simon **,55.50,**
11 h,Räber Lukas *,55.50,*
11 k,Ris Jörn,55.50,Jörn
12 b,Bruder Adrian,55.25,Adrian
12 e,Grieder Nonda,55.25,Nonda
13 c,Büttler Gian (2000),55.00,(2000)
13 f,Gerber Andrj (2000) *,55.00,*
Basel,d,,d
10 g,Brügger Joël (2000),55.75,(2000)
11 c,Jusuﬁ Azret,55.50,Azret
11 f,Blatter Remo (2000),55.50,(2000)
11 i,Schillig Willi **,55.50,**
11 l,Lisser Daniel *,55.50,*
12 c,Büttler Adrian,55.25,Adrian
13 a,Anderegg David *,55.00,*
13 d,Gisin Yanic,55.00,Yanic
13 g,Hauri Urs **,55.00,**
11 a,Studer Remo *,55.50,*
11 d,Leuthard Reto **,55.50,**
11 g,Kocher Remo **,55.50,**
11 j,Burkhardt Roy,55.50,Roy
12 a,Mangold Martin *,55.25,*
12 d,Fritz Christian,55.25,Christian
13 b,Bearda Samuel **,55.00,**
13 e,Rüegger Aaron *,55.00,*
13 h,Stüdeli Thomas **,55.00,**
13 i,Scherrer Johann **,55.00,**
14 b,Nussbaumer Gabriel,54.75,Gabriel
14 e,Streich Sascha (2001),54.75,(2001)
15 c,Grossmann Andreas,54.50,Andreas
16 a,Jusuﬁ Ilber,54.25,Ilber
16 d,Meyer Lukas (2001),54.25,(2001)
16 g,Nussbaumer Dominik,54.25,Dominik
17 b,Nyﬀenegger Florian (2001),54.00,(2001)
17 e,Roth Christian,54.00,Christian
Basel,d,,d
13 j,Stoll Thomas,55.00,Thomas
14 c,Arnold Kornel *,54.75,*
15 a,Gschwind Andreas,54.50,Andreas
15 d,Krebs Clemens *,54.50,*
16 b,Meyer Markus,54.25,Markus
16 e,Schwegler Dominik,54.25,Dominik
16 h,Schwob Marco,54.25,Marco
17 c,Burren Patrick,54.00,Patrick
17 f,Sempach Beat,54.00,Beat
14 a,Burtschi Michael,54.75,Michael
14 d,Mangold Michael **,54.75,**
15 b,Regenass Beat,54.50,Beat
15 e,Widmer Dino,54.50,Dino
16 c,Schwenkfelder Lukas *,54.25,*
16 f,Winiger Fabian **,54.25,**
17 a,Herrmann Adrian (2000),54.00,(2000)
17 d,Hitz Florian,54.00,Florian
18 a,Furrer Mathias,53.75,Mathias
18 b,Bieli Andreas,53.75,Andreas
18 e,Loosli Adrian,53.75,Adrian
19 b,Lazic Marco (2000),53.50,(2000)
22 a,Bieri Florian (2001),52.50,(2001)
22 d,Hermann Lukas (2002),52.50,(2002)
24,Müller Christian,51.25,Christian
26 b,Dobler Florian,27.25,Florian
28 b,Küng Marco *,25.50,*
31 a,Schaub Florent,8.50,Florent
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Basel,d,,d
18 c,Brack Simon,53.75,Simon
18 f,Lisser Beat *,53.75,*
20,Vogel Remo (2001) *,53.00,*
22 b,Burger Sandro (2001),52.50,(2001)
22 e,Schmid Justin (2002),52.50,(2002)
25,Schmitt Sebastian (2002),51.00,(2002)
27,Regenass Reto (2000),27.00,(2000)
29,Dettwiler Patrick,17.00,Patrick
31 b,Stark Urban (2000),8.50,(2000)
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
18 d,Hermann Lukas 1 (2000),53.75,(2000)
19 a,Fricker Ivo,53.50,Ivo
21,Senn Marco,52.75,Marco
22 c,Geissberger Marc (2002),52.50,(2002)
23,Lazic Serge (2000),52.25,(2000)
26 a,Bader Andreas **,27.25,**
28 a,Buser Thomas,25.50,Thomas
30,Eggimann Marco,9.75,Marco
