place,name,points,level
1,Käser Remo ***,59.50,***
3 b,Schuler Christian ***,58.00,***
5 b,Cardinaux Victor **,57.25,**
6 c,Gerber Christian **,57.00,**
7 a,Gottofrey Marc **,56.75,**
7 d,Moser Steven **,56.75,**
8 c,Ducry Antoine *,56.50,*
10 a,Balimann Sandro (2001),56.00,(2001)
Neuc,eloise,,eloise
2,Schurtenberger Sven ***,58.50,***
4,Roch Vincent **,57.50,**
6 a,Piemontesi Pascal **,57.00,**
6 d,Haenni Stéphane **,57.00,**
7 b,Guisolan Marc **,56.75,**
8 a,Widmer Tobias **,56.50,**
9 a,Bieri Christoph ***,56.25,***
10 b,Ledermann Michael (2000),56.00,(2000)
3 a,Kramer Lario **,58.00,**
5 a,Gapany Benjamin **,57.25,**
6 b,Brodard Augustin **,57.00,**
6 e,Hersche Martin ***,57.00,***
7 c,Matthey Mickaël **,56.75,**
8 b,Colò Kilian *,56.50,*
9 b,Loup Alexandre *,56.25,*
10 c,Lötscher Adrian *,56.00,*
10 d,Minder Florian **,56.00,**
11 a,Buchs Carlo *,55.75,*
11 d,Mollet Ivan *,55.75,*
12 b,Kramer Dorian *,55.50,*
12 e,Dind Clément,55.50,Clément
12 h,Erb Vincent,55.50,Vincent
13 b,Choﬄon Anthony,55.25,Anthony
13 e,Mollet Adrian,55.25,Adrian
13 h,Bapst Richard,55.25,Richard
Neuc,eloise,,eloise
10 e,Rapin Florent *,56.00,*
11 b,Dousse Michel **,55.75,**
11 e,Zimmermann Mario *,55.75,*
12 c,Délitroz Lucien,55.50,Lucien
12 f,Golliard Steve,55.50,Steve
12 i,Tschachtli Sven (2002),55.50,(2002)
13 c,Dubey Gaël,55.25,Gaël
13 f,Niederberger Nicola (2000),55.25,(2000)
13 i,Bersier Jean-Jacques *,55.25,*
10 f,Mauron Olivier *,56.00,*
11 c,Kyburz Silas,55.75,Silas
12 a,Droxler Jonathan **,55.50,**
12 d,Derron Cédric *,55.50,*
12 g,Emonet Fabien **,55.50,**
13 a,Crettaz Olivier *,55.25,*
13 d,Hofer Sven *,55.25,*
13 g,Vonlanthen Alexandre,55.25,Alexandre
13 j,Burri Flemming,55.25,Flemming
13 k,Dind Samuel **,55.25,**
13 n,Riedo Fredy *,55.25,*
13 q,Z'Rotz Roman,55.25,Roman
14 b,Balimann Fabian,55.00,Fabian
14 e,Grossenbacher Marc (2000),55.00,(2000)
14 h,Kuster Marcel ***,55.00,***
14 k,Schöpfer Dio **,55.00,**
14 n,Von Niederhäusern Marcel,55.00,Marcel
15 a,Baeriswyl Christoph (2002),54.75,(2002)
Neuc,eloise,,eloise
13 l,Kolly Elmar (2002),55.25,(2002)
13 o,Schläﬂi Hugo (2002),55.25,(2002)
13 r,Zingrich Jan,55.25,Jan
14 c,Berthet Luca (2001),55.00,(2001)
14 f,Kilchoer Alain *,55.00,*
14 i,Menoud Liam (2001),55.00,(2001)
14 l,Turin Antoine (2001),55.00,(2001)
14 o,Zbinden Samuel (2000),55.00,(2000)
15 b,Cotting Alexandre,54.75,Alexandre
13 m,Perret Loïc (2002),55.25,(2002)
13 p,Torche Bastian,55.25,Bastian
14 a,Ganière William,55.00,William
14 d,Crausaz Simon,55.00,Simon
14 g,Kohler Matthias,55.00,Matthias
14 j,Pellet Adrian,55.00,Adrian
14 m,Vaucher Rémy,55.00,Rémy
14 p,Beliakov Alexandre,55.00,Alexandre
15 c,Schneiter Jérémy,54.75,Jérémy
15 d,Steiner Pirmin,54.75,Pirmin
16 c,Jeannin Jess (2000),54.50,(2000)
16 f,Egger Benoît (2002),54.50,(2002)
17 b,Germanier Joel (2000),54.25,(2000)
17 e,Buchs Julien,54.25,Julien
18 b,Huber Thomas,54.00,Thomas
18 e,Pürro Tobias,54.00,Tobias
19 b,Zosso Fabian,53.75,Fabian
19 e,Fercher Alain,53.75,Alain
Neuc,eloise,,eloise
16 a,Loup Grégoire (2000),54.50,(2000)
16 d,Maridor Loïc,54.50,Loïc
16 g,Roth Simon (2000),54.50,(2000)
17 c,Amez-Droz Arnaud (2002),54.25,(2002)
17 f,Parvex Yannick *,54.25,*
18 c,Kolly Simon (2002),54.00,(2002)
18 f,Reichenbach Ryan,54.00,Ryan
19 c,Cotting Florian,53.75,Florian
19 f,Jacot Ismaël (2000),53.75,(2000)
16 b,Grossenbacher Simon (2002),54.50,(2002)
16 e,Monney Branighan,54.50,Branighan
17 a,Burri Gottfried (2001),54.25,(2001)
17 d,Beaud Eric,54.25,Eric
18 a,Fankhauser Hans (2001),54.00,(2001)
18 d,Parvex Bryan,54.00,Bryan
19 a,Buntschu Christoph,53.75,Christoph
19 d,Crettaz Julien,53.75,Julien
19 g,Mosimann Quentin,53.75,Quentin
19 h,Philipona Nicolas,53.75,Nicolas
20 b,Goy Sébastien,53.50,Sébastien
21 a,Ritler Nicolas,53.00,Nicolas
22 a,Cochrane Benjamin,52.75,Benjamin
23 b,Jeannin Gaël,52.50,Gaël
24 a,Aeschbacher Ivo (2001),52.25,(2001)
25,Hirs Julien,51.25,Julien
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Neuc,eloise,,eloise
19 i,Squaratti Yannick,53.75,Yannick
20 c,Juon Martin,53.50,Martin
21 b,Grisel Samuel,53.00,Samuel
22 b,Walzer Mickäel,52.75,Mickäel
23 c,Nussbaumer Mathieu (2002),52.50,(2002)
24 b,Denis Frédéric,52.25,Frédéric
26,Lambert Ousama,51.00,Ousama
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
20 a,Châtelain Sébastien,53.50,Sébastien
20 d,Schweizer Jason (2001),53.50,(2001)
21 c,Tissot Aurélien (2002),53.00,(2002)
23 a,Dubuis Marc (2000),52.50,(2000)
23 d,Weissert Eric (2000),52.50,(2000)
24 c,Merz Sascha (2002),52.25,(2002)
