place,name,points,level
1,Wenger Kilian ***,58.75,***
3 b,Sempach Thomas ***,58.00,***
4 c,Gnägi Florian ***,57.25,***
5 a,Gehrig Philipp **,57.00,**
5 d,Mathys Simon **,57.00,**
6 b,Marti Stefan **,56.75,**
8 a,Bösch Daniel ***,56.25,***
8 d,Staudenmann Fabian (2000) **,56.25,**
Berni,-Kantonaler Schwingerverband,,Schwingerverband
2,Stucki Christian ***,58.50,***
4 a,Käser Remo ***,57.25,***
4 d,Kramer Lario **,57.25,**
5 b,Gerber Christian **,57.00,**
5 e,Orlik Curdin **,57.00,**
7 a,Steﬀen Gustav *,56.50,*
8 b,Luginbühl Hanspeter **,56.25,**
9 a,Anderegg Simon ***,56.00,***
3 a,Aeschbacher Matthias **,58.00,**
4 b,Alpiger Nick ***,57.25,***
4 e,Renfer Lukas **,57.25,**
5 c,Gobeli Patrick **,57.00,**
6 a,Graber Willy ***,56.75,***
7 b,von Büren Stephan *,56.50,*
8 c,Röthlisberger Simon **,56.25,**
9 b,Roschi Ruedi **,56.00,**
9 c,Schwander Severin *,56.00,*
10 a,von Weissenﬂuh Kilian **,55.75,**
10 d,Klossner Adrian *,55.75,*
10 g,Wüthrich Philip *,55.75,*
11 a,Gäggeler Adrian *,55.50,*
11 d,Leuenberger Michael *,55.50,*
12 b,Moser Michael **,55.25,**
12 e,Wüthrich Niklaus **,55.25,**
13 c,Schenkel Remo *,55.00,*
Berni,-Kantonaler Schwingerverband,,Schwingerverband
9 d,Wittwer Josias *,56.00,*
10 b,Leuppi Samir **,55.75,**
10 e,Schenk Patrick ***,55.75,***
10 h,Wyss Kilian **,55.75,**
11 b,Ramseier Fritz **,55.50,**
11 e,Ramseier Thomas *,55.50,*
12 c,Wehrli Christian *,55.25,*
13 a,Aellen Philipp *,55.00,*
13 d,Fankhauser Marco **,55.00,**
9 e,Weyermann Michael *,56.00,*
10 c,Jäggi Lukas *,55.75,*
10 f,Sommer Roman *,55.75,*
10 i,Studer Stefan **,55.75,**
11 c,Schlüchter Colin *,55.50,*
12 a,Roth Philipp ***,55.25,***
12 d,Thomet Adrian **,55.25,**
13 b,Beer Peter,55.00,Peter
13 e,Fankhauser Reto *,55.00,*
13 f,Michel Jonas *,55.00,*
13 i,Inniger Thomas **,55.00,**
14 b,Blaser Roman *,54.75,*
15 a,Hadorn Marco,54.50,Marco
15 d,Biäsch Christian *,54.50,*
15 g,Röthlisberger Simon,54.50,Simon
15 j,Schenk Thomas *,54.50,*
16 a,Grossen John *,54.25,*
16 d,Schenk Adrian *,54.25,*
Berni,-Kantonaler Schwingerverband,,Schwingerverband
13 g,Locher Alfred *,55.00,*
13 j,Zangger Dominik *,55.00,*
14 c,Gehrig Damian ***,54.75,***
15 b,Zehnder Jürg *,54.50,*
15 e,Gnägi Christian *,54.50,*
15 h,Hadorn Christian *,54.50,*
15 k,Steﬀen Valentin *,54.50,*
16 b,Gasser Dominik (2000),54.25,(2000)
16 e,Schütz Urs **,54.25,**
13 h,Steﬀen Konrad *,55.00,*
14 a,Kämpf Alexander **,54.75,**
14 d,Wittwer Jan *,54.75,*
15 c,Binggeli Dominik *,54.50,*
15 f,Gottofrey Marc **,54.50,**
15 i,Rüegsegger Ueli,54.50,Ueli
15 l,Kappeler Ruedi,54.50,Ruedi
16 c,Reust Markus *,54.25,*
16 f,Zahler André *,54.25,*
16 g,Rolli Martin **,54.25,**
17 a,Blatter Remo (2000),54.00,(2000)
17 d,Nägeli Daniel *,54.00,*
17 g,Reichen Stefan,54.00,Stefan
17 j,Wüthrich Bruno (2000),54.00,(2000)
18 a,Bremgartner Marcel *,53.75,*
18 d,Kropf Thomas *,53.75,*
19 b,Joss David *,53.50,*
20 c,Mösching Andy *,53.25,*
Berni,-Kantonaler Schwingerverband,,Schwingerverband
16 h,Waeber Marco,54.25,Marco
17 b,Graber Alfred *,54.00,*
17 e,Stucki Marcel (2000) *,54.00,*
17 h,Schletti Andreas *,54.00,*
17 k,Pulfer Thomas *,54.00,*
18 b,Burger Matthieu (2001) *,53.75,*
18 e,Tschumi Lukas (2001) *,53.75,*
20 a,Dummermuth Ueli,53.25,Ueli
20 d,Zosso Remo **,53.25,**
16 i,Walther Adrian (2001) *,54.25,*
17 c,Habegger Heinz **,54.00,**
17 f,Neukomm Thierry,54.00,Thierry
17 i,Stoll Simon **,54.00,**
17 l,Waber Lorenz *,54.00,*
18 c,Bütikofer Lukas *,53.75,*
19 a,Urfer Simon *,53.50,*
20 b,Gerber Thomas *,53.25,*
21 a,De Fusco Dario *,53.00,*
21 b,Galli Markus,53.00,Markus
21 e,Nufer Sämi,53.00,Sämi
22 b,Kestenholz Christian,52.75,Christian
22 e,Gerber Christoph,52.75,Christoph
23,Vonlanthen Cyril *,52.50,*
26,Nötzli Reto ***,36.00,***
28 b,Siegenthaler Jürg,35.25,Jürg
29 a,Aebi Roger,35.00,Roger
