place,name,points,level
1,Fankhauser Erich ***,57.75,***
3 b,Alpiger Nick ***,57.25,***
4 c,Käser Remo ***,57.00,***
5 a,Anderegg Simon ***,56.75,***
6 a,Erb Roger **,56.50,**
6 d,Roschi Ruedi **,56.50,**
7 c,Mathis Marcel ***,56.25,***
8 b,Ettlin Stefan **,56.00,**
Inner,weizer Schwingerverband,,Schwingerverband
2,Stucki Christian ***,57.50,***
4 a,Wenger Kilian ***,57.00,***
4 d,von Ah Benji ***,57.00,***
5 b,Gnägi Florian ***,56.75,***
6 b,Fankhauser Reto **,56.50,**
7 a,Aeschbacher Matthias **,56.25,**
7 d,Schurtenberger Sven ***,56.25,***
8 c,Gobeli Patrick **,56.00,**
3 a,Wicki Joel **,57.25,**
4 b,Schuler Christian ***,57.00,***
4 e,Räbmatter Patrick ***,57.00,***
5 c,Mathys Simon **,56.75,**
6 c,Imhof Andi ***,56.50,***
7 b,Kropf Marcel **,56.25,**
8 a,Bieri Marcel **,56.00,**
8 d,Voggensperger Janic **,56.00,**
9 a,Burch Jonas *,55.75,*
9 d,Suppiger Werner **,55.75,**
10 b,Doppmann Urs **,55.50,**
10 e,Staudenmann Fabian (2000) **,55.50,**
11 c,Steﬀen Valentin *,55.25,*
12 c,Sommer Roman *,55.00,*
13 b,Schmid Samuel **,54.75,**
14 a,von Weissenﬂuh Kilian **,54.50,**
14 d,Gwerder Michael (2000) **,54.50,**
Inner,weizer Schwingerverband,,Schwingerverband
9 b,Orlik Curdin **,55.75,**
9 e,Weyermann Florian *,55.75,*
10 c,Sempach Thomas ***,55.50,***
11 a,Gloggner Reto **,55.25,**
12 a,Luginbühl Hanspeter **,55.00,**
12 d,Steﬀen Gustav *,55.00,*
13 c,Schuler Alex ***,54.75,***
14 b,Brand Christian **,54.50,**
14 e,Murer Andy **,54.50,**
9 c,Röthlisberger Simon **,55.75,**
10 a,Lussi Marco **,55.50,**
10 d,Widmer Tobias **,55.50,**
11 b,Schwander Severin *,55.25,*
12 b,Odermatt Christian **,55.00,**
13 a,Marti Stefan **,54.75,**
13 d,Wittwer Josias *,54.75,*
14 c,Döbeli Andreas *,54.50,*
14 f,Schenk Patrick ***,54.50,***
14 g,Steﬀen Konrad *,54.50,*
14 j,Rohrer Ueli *,54.50,*
15 b,Gwerder Carlo **,54.25,**
15 e,Bernet Christoph *,54.25,*
15 h,Gehrig Philipp **,54.25,**
16 a,Aellen Philipp *,54.00,*
16 d,Muﬀ André *,54.00,*
17 a,Aellen Florian *,53.75,*
Inner,weizer Schwingerverband,,Schwingerverband
14 h,Gehrig Damian ***,54.50,***
14 k,Studinger Stephan **,54.50,**
15 c,Reichmuth Marco **,54.25,**
15 f,Fankhauser Marco **,54.25,**
15 i,Bernhard Lukas *,54.25,*
16 b,Gäggeler Adrian *,54.00,*
16 e,Stoll Simon *,54.00,*
17 b,Kennel Stefan **,53.75,**
14 i,Klossner Adrian *,54.50,*
15 a,Ramseier Thomas *,54.25,*
15 d,Streiﬀ Dominik *,54.25,*
15 g,Kälin Roland **,54.25,**
15 j,Müller Michael **,54.25,**
16 c,Höﬂiger Andreas **,54.00,**
16 f,Renfer Lukas **,54.00,**
17 c,Schmid David ***,53.75,***
18,Hurschler Thomas **,53.50,**
19 c,Rohrer Ivan **,53.25,**
19 f,Studer Stefan **,53.25,**
20 b,Amgarten Martin *,53.00,*
21 b,Hügli Kaj **,52.75,**
23 b,Egli Damian **,35.50,**
23 e,Kramer Franz *,35.50,*
23 h,Hegner Ueli *,35.50,*
24 a,Gwerder Guido **,35.25,**
24 d,Kessler Joel *,35.25,*
Inner,weizer Schwingerverband,,Schwingerverband
19 a,Nägeli Daniel *,53.25,*
19 d,Inniger Thomas **,53.25,**
19 g,Wyss Kilian **,53.25,**
20 c,Stalder Remo ***,53.00,***
22,Inderbitzin Daniel *,44.50,*
23 c,Fankhauser Reto *,35.50,*
23 f,Mangold Michael **,35.50,**
23 i,Schenk Adrian *,35.50,*
24 b,Locher Alfred *,35.25,*
24 e,Arnold Raphael **,35.25,**
19 b,Odermatt Andreas *,53.25,*
19 e,Scherrer Johann **,53.25,**
20 a,Fellmann Roman **,53.00,**
21 a,Gnägi Christian *,52.75,*
23 a,Bucher Roland *,35.50,*
23 d,Grossen John *,35.50,*
23 g,Schenkel Remo *,35.50,*
23 j,Zangger Dominik *,35.50,*
24 c,von Büren Stephan *,35.25,*
25 a,Gloggner Philipp ***,35.00,***
25 b,Kämpf Alexander **,35.00,**
25 e,Zosso Remo **,35.00,**
27 a,Schaﬀner Samuel **,34.50,**
28 a,Gassmann Michael *,34.25,*
30 a,Bucher Christian *,17.00,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Inner,weizer Schwingerverband,,Schwingerverband
25 c,Leuenberger Michael *,35.00,*
26 a,Wittwer Jan *,34.75,*
27 b,Villiger Cyrill *,34.50,*
28 b,Schlüchter Colin *,34.25,*
30 b,Hermann Oliver *,17.00,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
25 d,Wyrsch Marco **,35.00,**
26 b,Rohrer Marco **,34.75,**
27 c,Stegmüller Klemens *,34.50,*
29,Berger Lorenz *,34.00,*
30 c,Ulrich Marco *,17.00,*
