place,name,points,level
1,Fankhauser Erich ***,58.75,***
3,Erb Roger **,57.50,**
5 a,Glarner Matthias ***,57.00,***
5 d,Matthey Mickaël **,57.00,**
6 c,Kropf Rolf **,56.75,**
6 f,Duplan Steve (1997) *,56.75,*
7 a,Roch Vincent *,56.50,*
7 d,Minder Florian,56.50,Florian
8,Berset Cyril,56.25,Cyril
Südw,schweizerischer Schwingerverband,,Schwingerverband
2 a,Mathis Marcel ***,58.00,***
4 a,Kindlimann Fabian ***,57.25,***
5 b,Gapany Benjamin **,57.00,**
6 a,Siegenthaler Matthias ***,56.75,***
6 d,Guisolan Marc **,56.75,**
6 g,Casarico Fabio *,56.75,*
7 b,Pouye Diey,56.50,Diey
7 e,Berset Julien *,56.50,*
9 a,Gauch Bastien,56.00,Bastien
2 b,Piemontesi Pascal **,58.00,**
4 b,Gottofrey Marc *,57.25,*
5 c,Borcard Johann *,57.00,*
6 b,Liaudat Rudy *,56.75,*
6 e,Glauser Thomas **,56.75,**
6 h,Alpiger Nick **,56.75,**
7 c,Pellet Michael **,56.50,**
7 f,Haenni Stéphane **,56.50,**
9 b,Von Niederhäusern Martin,56.00,Martin
9 c,Remy Guillaume **,56.00,**
10 c,Riedo Fredy,55.75,Fredy
11 b,Mosimann Vincent *,55.50,*
11 e,Giroud Jonathan **,55.50,**
11 h,Brodard Simon **,55.50,**
11 k,Cardinaux Victor *,55.50,*
12 b,Kramer Dorian (1999),55.25,(1999)
12 e,Schafer Damien,55.25,Damien
12 h,Heiniger Vincent *,55.25,*
Südw,schweizerischer Schwingerverband,,Schwingerverband
10 a,Kramer Lario (1998) *,55.75,*
10 d,Haldi Sami,55.75,Sami
11 c,Lützelschwab Luc (1999),55.50,(1999)
11 f,Gassmann Simon,55.50,Simon
11 i,Tenthorey Matthieu,55.50,Matthieu
11 l,Buchs Carlo,55.50,Carlo
12 c,Vonlanthen Alexandre,55.25,Alexandre
12 f,Rappo Yann (1998),55.25,(1998)
12 i,Hayoz Quentin,55.25,Quentin
10 b,Gottofrey Luc (1997),55.75,(1997)
11 a,Süess Gerry ***,55.50,***
11 d,Hayoz Paul (1998),55.50,(1998)
11 g,Crettaz Olivier,55.50,Olivier
11 j,Emonet Fabien,55.50,Fabien
12 a,Skryapnik Oleg *,55.25,*
12 d,Schöpfer Dio (1997),55.25,(1997)
12 g,Parvex Yannick,55.25,Yannick
12 j,Emonet Frédéric *,55.25,*
12 k,Ducry Antoine,55.25,Antoine
13 b,Droxler Jonathan *,55.00,*
13 e,Dind Samuel **,55.00,**
14 a,Torche Bastian,54.75,Bastian
14 d,Dubey Gaël,54.75,Gaël
15 a,Berger Alan (1998),54.50,(1998)
16 b,Jacquier Pascal,54.25,Pascal
17 a,Overney Olivier *,54.00,*
17 d,Curty Alexandre,54.00,Alexandre
Südw,schweizerischer Schwingerverband,,Schwingerverband
12 l,Berger Dilan (1998),55.25,(1998)
13 c,Taillard Virgile (1998),55.00,(1998)
13 f,Derron Julien (1997),55.00,(1997)
14 b,Pürro Tobias (1997),54.75,(1997)
14 e,Dufey Gil (1997),54.75,(1997)
15 b,Loup Alexandre (1997),54.50,(1997)
16 c,Colò Kilian (1999),54.25,(1999)
17 b,Lerch Jimmy *,54.00,*
17 e,Croisier Anthony,54.00,Anthony
13 a,Wicky Jonathan,55.00,Jonathan
13 d,Mariéthoz Grégory (1999),55.00,(1999)
13 g,Barras André,55.00,André
14 c,Egger Pierre (1999),54.75,(1999)
14 f,Brodard Augustin **,54.75,**
16 a,Schafer Claudio *,54.25,*
16 d,Cardinaux Nicolas,54.25,Nicolas
17 c,Dind Clément,54.00,Clément
17 f,Ambresin Cyril (1999),54.00,(1999)
17 g,Valvini Maxime,54.00,Maxime
17 j,Délitroz Lucien (1999),54.00,(1999)
17 m,Blanchard Benjamin (1997),54.00,(1997)
18 b,Chavagnat Benoît (1999),53.75,(1999)
18 e,Martin Jérémy (1998),53.75,(1998)
18 h,Burgy Matt (1999),53.75,(1999)
20,Portmann Fabio (1998),53.25,(1998)
22 b,Pürro Christian (1999),52.50,(1999)
22 e,Lachavanne Noé (1999),52.50,(1999)
Südw,schweizerischer Schwingerverband,,Schwingerverband
17 h,Pellet Adrian (1997),54.00,(1997)
17 k,Capt Stéphane,54.00,Stéphane
17 n,Beraud Bastien (1999),54.00,(1999)
18 c,Schneiter Jérémy,53.75,Jérémy
18 f,Hochuli Samuel (1998),53.75,(1998)
19 a,Goy Sébastien,53.50,Sébastien
21,Vaucher Rémy (1999),52.75,(1999)
22 c,Mollet Adrian,52.50,Adrian
22 f,Buchs Remo (1999),52.50,(1999)
17 i,Menoud Timothée (1999),54.00,(1999)
17 l,Buchs Julien (1999),54.00,(1999)
18 a,Dorsaz Théo (1998),53.75,(1998)
18 d,Reichenbach Ryan (1999),53.75,(1999)
18 g,Gauch Thierry,53.75,Thierry
19 b,Aladenise Jonathan,53.50,Jonathan
22 a,Roux Dimitri (1997),52.50,(1997)
22 d,Maridor Loïc,52.50,Loïc
23 a,Trachsel Remo (1998),52.25,(1998)
23 b,Egger Fabio (1999),52.25,(1999)
25,Zimmermann Mario *,44.00,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Südw,schweizerischer Schwingerverband,,Schwingerverband
23 c,Buchs Claude,52.25,Claude
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
24,Roulet Denis,51.00,Denis
