place,name,points,level
1,Orlik Armon ***,58.25,***
3 b,Schlegel Sandro **,57.25,**
3 e,Bühler Hannes *,57.25,*
4 c,Landolt Reto *,57.00,*
4 f,Battaglia Ursin **,57.00,**
5 c,Peng Mike ***,56.75,***
5 f,Hochholdinger Roman **,56.75,**
7 a,Kindlimann Fabian ***,56.00,***
Graub,den,,den
2,Rychen Roger ***,57.50,***
3 c,Oertig Dominik **,57.25,**
4 a,Odermatt Christoph *,57.00,*
4 d,Jörger Marc,57.00,Marc
5 a,Fontana Michael,56.75,Michael
5 d,Horner Peter ***,56.75,***
5 g,Biäsch Christian *,56.75,*
7 b,Schnurrenberger Roman **,56.00,**
3 a,Zbinden Marc *,57.25,*
3 d,Nägeli Marco **,57.25,**
4 b,Sprecher Sandro *,57.00,*
4 e,Eugster Ruedi **,57.00,**
5 b,Schneider Mario **,56.75,**
5 e,Geisser Lars **,56.75,**
6,Wickli Beat **,56.50,**
7 c,Reichmuth Beat,56.00,Beat
7 d,Breitenmoser Manuel,56.00,Manuel
8 c,Schnyder Christian,55.75,Christian
9 b,Riget Ivan *,55.50,*
9 e,Heierli Pascal (1999),55.50,(1999)
9 h,Dumelin David *,55.50,*
10 b,Rüegg Roman *,55.25,*
10 e,Mettler Valentin,55.25,Valentin
10 h,Kunz Daniel,55.25,Daniel
10 k,Burkhard Tobias,55.25,Tobias
Graub,den,,den
8 a,Bischof Martin,55.75,Martin
8 d,Schäppi Urs *,55.75,*
9 c,Schiesser Patrik,55.50,Patrik
9 f,Flütsch Marco (1999),55.50,(1999)
9 i,Dändliker Hansheinrich,55.50,Hansheinrich
10 c,Rohner Lukas (2000),55.25,(2000)
10 f,Candrian Gian-Luca,55.25,Gian-Luca
10 i,Kiener Raphael (2000),55.25,(2000)
10 l,Breitenmoser Simon,55.25,Simon
8 b,Ammann Rico *,55.75,*
9 a,Steiner Michael **,55.50,**
9 d,Horner Sämi,55.50,Sämi
9 g,Bärtsch Jann (2000),55.50,(2000)
10 a,Schwyn Adrian,55.25,Adrian
10 d,Pianta Christian,55.25,Christian
10 g,Tschudi Mario (2001),55.25,(2001)
10 j,Jöhl Christian *,55.25,*
11 a,Wolfer Lukas *,55.00,*
11 b,Oertig Simon,55.00,Simon
11 e,Pﬁster Florian *,55.00,*
11 h,Jörger Corsin,55.00,Corsin
11 k,Buchmann Michael,55.00,Michael
11 n,Näf Pius *,55.00,*
13 a,Keller Lukas,54.50,Lukas
13 d,Riedi Thomas,54.50,Thomas
14 b,Schwyn Patrick (1999),54.25,(1999)
Graub,den,,den
11 c,Gosswiler Livio (2000),55.00,(2000)
11 f,Morger Adrian *,55.00,*
11 i,Duschen Raﬀael,55.00,Raﬀael
11 l,Bernold Edi **,55.00,**
12 a,Kobler Janosch (2000),54.75,(2000)
13 b,Mathis Patrick,54.50,Patrick
13 e,Aebli Nino (2000),54.50,(2000)
14 c,Notz Armin *,54.25,*
11 d,Schudel Simon *,55.00,*
11 g,Lanter Christian,55.00,Christian
11 j,Caﬂisch Stefan,55.00,Stefan
11 m,Lehmann Philipp (1999),55.00,(1999)
12 b,Held Florian,54.75,Florian
13 c,Koller Fabian,54.50,Fabian
14 a,Baumgartner Alexander,54.25,Alexander
14 d,Lozza Roman,54.25,Roman
14 e,Hungerbühler Marcel,54.25,Marcel
14 h,Peter Renato (2000),54.25,(2000)
15 c,Götti Samuel,54.00,Samuel
15 f,Bickel Stefan *,54.00,*
15 i,Hugener Adrian (2000),54.00,(2000)
15 l,Blaser Niklas *,54.00,*
16 c,Hollenstein Daniel,53.75,Daniel
16 f,Stadelmann Patrick (2000),53.75,(2000)
Graub,den,,den
14 f,Bänziger Peter,54.25,Peter
15 a,Straub Paul,54.00,Paul
15 d,Vogel Beat *,54.00,*
15 g,Lieberherr Michael (1999),54.00,(1999)
15 j,Furrer Matthias,54.00,Matthias
16 a,Schönenberger Björn,53.75,Björn
16 d,Bleiker Daniel,53.75,Daniel
16 g,Ochsner Reto (2000),53.75,(2000)
14 g,Wild Thomas,54.25,Thomas
15 b,Roth Peter,54.00,Peter
15 e,Sprecher Martin (2000),54.00,(2000)
15 h,Kirchmeier Christof (1999),54.00,(1999)
15 k,Frauchiger Remo,54.00,Remo
16 b,Lötscher Abraham (2000),53.75,(2000)
16 e,Zumbach Michael,53.75,Michael
16 h,Laager Michael (2001),53.75,(2001)
16 i,Kamm Fritz (1999),53.75,(1999)
18,Rhyner Beni (1999),53.25,(1999)
20 a,Rutz Cédric,52.75,Cédric
21 a,Sieber Marc (2000),52.50,(2000)
21 d,Müller Loris (1999),52.50,(1999)
21 g,Arnold Christian,52.50,Christian
23,Frauenfelder Florian (2001),51.75,(2001)
26,Aebli Andrin (2001),25.50,(2001)
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Graub,den,,den
17 a,Ebert Claudio,53.50,Claudio
19 a,Betschart Fabian (1999),53.00,(1999)
20 b,Kleinberger Alex,52.75,Alex
21 b,Baumann Simon,52.50,Simon
21 e,Laager Andreas (1999),52.50,(1999)
22 a,Grob Krischan (1999),52.25,(1999)
24,Ritter Fabio (2001),51.50,(2001)
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
17 b,Gartmann Mauro *,53.50,*
19 b,Schwager Mike (2000),53.00,(2000)
20 c,Basler Siro,52.75,Siro
21 c,Scherrer Pascal,52.50,Pascal
21 f,Koller Valentin,52.50,Valentin
22 b,Glättli Benny,52.25,Benny
25,Bertogg Severin (2001),51.00,(2001)
