place,name,points,level
1,Stucki Christian ***,59.50,***
4 a,Wenger Kilian ***,57.25,***
5 b,Orlik Curdin **,57.00,**
6,Alpiger Nick ***,56.75,***
7 c,Studinger Stephan **,56.50,**
8 b,Thürig Mario ***,56.25,***
10 a,Widmer Tobias **,55.75,**
10 d,Kramer Lario **,55.75,**
Nord,tschweizerischer Schwingerverband,,Schwingerverband
2,Kämpf Bernhard ***,58.00,***
4 b,Roschi Ruedi **,57.25,**
5 c,Sempach Thomas ***,57.00,***
7 a,Schenk Patrick ***,56.50,***
7 d,Graber Willy ***,56.50,***
8 c,Gisler Bruno ***,56.25,***
10 b,Ramseier Fritz **,55.75,**
10 e,Klausner Yanick **,55.75,**
3,Anderegg Simon ***,57.50,***
5 a,Zenger Niklaus ***,57.00,***
5 d,Aeschbacher Matthias **,57.00,**
7 b,Käser Remo ***,56.50,***
8 a,Kämpf Alexander **,56.25,**
9,Gerber Christian **,56.00,**
10 c,Roch Vincent **,55.75,**
11 a,Hauri Urs **,55.50,**
11 b,Röthlisberger Simon **,55.50,**
12 a,Roth Philipp ***,55.25,***
12 d,Moser Steven **,55.25,**
13 a,Berger René **,55.00,**
13 d,Bieri Christoph ***,55.00,***
15 a,Roth Dominik **,54.50,**
15 d,Schillig Willi **,54.50,**
15 g,Mangold Michael *,54.50,*
16 c,Anderegg David *,54.25,*
Nord,tschweizerischer Schwingerverband,,Schwingerverband
11 c,Matthey Mickaël **,55.50,**
12 b,Wüthrich Niklaus **,55.25,**
12 e,Haenni Stéphane **,55.25,**
13 b,Strebel Joel **,55.00,**
14 a,Borcard Johann **,54.75,**
15 b,Rolli Martin **,54.50,**
15 e,Hermann Oliver *,54.50,*
16 a,Voggensperger Lars (2001),54.25,(2001)
16 d,Winiger Fabian **,54.25,**
11 d,Kropf Marcel **,55.50,**
12 c,Weyermann Florian *,55.25,*
12 f,Bader Andreas **,55.25,**
13 c,Mollet Ivan *,55.00,*
14 b,Lerch Jimmy *,54.75,*
15 c,Henzer Andreas **,54.50,**
15 f,Ducry Antoine *,54.50,*
16 b,Dousse Michel **,54.25,**
16 e,Waldner Patrick **,54.25,**
16 f,Steinmann Yves *,54.25,*
17 a,Hügli Kaj *,54.00,*
17 d,Gottofrey Marc **,54.00,**
17 g,Brun Samuel (1999) **,54.00,**
19 a,Nussbaumer Gabriel,53.50,Gabriel
21 a,Odermatt Adrian (2001) *,53.00,*
21 d,Brodard Augustin **,53.00,**
22 c,Roth Robin (2000) *,52.75,*
22 f,Dobler Florian,52.75,Florian
Nord,tschweizerischer Schwingerverband,,Schwingerverband
16 g,Döbeli Lukas (2000) *,54.25,*
17 b,Mangold Martin,54.00,Martin
17 e,Arnold Kornel *,54.00,*
18 a,Schmid Samuel **,53.75,**
19 b,Graber Alfred *,53.50,*
21 b,Krebs Clemens,53.00,Clemens
22 a,Studer Remo,52.75,Remo
22 d,Schaﬀner Samuel **,52.75,**
23 a,Siegrist Christian *,35.25,*
16 h,Dind Samuel **,54.25,**
17 c,Leuthard Reto *,54.00,*
17 f,Probst Gabriel **,54.00,**
18 b,Schmid David ***,53.75,***
20,Döbeli Andreas *,53.25,*
21 c,Gerber Andrj (2000) *,53.00,*
22 b,Stoll Simon *,52.75,*
22 e,Lisser Beat,52.75,Beat
23 b,Ris Jörn,35.25,Jörn
23 c,Nyﬀeler Christoph *,35.25,*
25,Loup Alexandre *,34.25,*
26 c,Bieli Andreas,34.00,Andreas
28,Lisser Daniel *,25.75,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Nord,tschweizerischer Schwingerverband,,Schwingerverband
23 d,Mosimann Vincent *,35.25,*
26 a,Räuftlin Samuel (2001),34.00,(2001)
26 d,Bearda Samuel,34.00,Samuel
29,Staub Maël *,18.50,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
24,Scherrer Johann **,34.75,**
26 b,Gisin Yanic,34.00,Yanic
27,Voggensperger Janic **,28.25,**
30 °,Erb Roger **,0.00,**
