place,name,points,level
1,Gisler Bruno ***,59.50,***
4 a,Blatter Lorenz **,57.50,**
5 a,Alpiger Nick ***,57.00,***
5 d,Stalder Remo ***,57.00,***
6 b,Thürig Mario ***,56.75,***
7 b,Widmer Tobias **,56.50,**
8 b,Brand Christian **,56.25,**
9,Zürcher Remo *,56.00,*
Solot,n,,n
2,Kropf Marcel **,58.50,**
4 b,Voggensperger Janic **,57.50,**
5 b,Schmid Samuel **,57.00,**
5 e,Bieri Christoph ***,57.00,***
6 c,Thoenen Henryc **,56.75,**
7 c,Döbeli Andreas *,56.50,*
8 c,von Arx Christian *,56.25,*
10 a,Winiger Fabian **,55.75,**
3,Räbmatter Patrick ***,58.25,***
4 c,Erb Roger **,57.50,**
5 c,Döbeli Lukas (2000) *,57.00,*
6 a,Hauri Urs **,56.75,**
7 a,Klausner Yanick **,56.50,**
8 a,Strebel Joel **,56.25,**
8 d,Henzer Andreas **,56.25,**
10 b,Voggensperger Lars (2001),55.75,(2001)
10 c,Steinmann Yves *,55.75,*
10 f,Mangold Michael *,55.75,*
11 a,Odermatt Adrian (2001) *,55.50,*
11 d,Rüegger Aaron (1999),55.50,(1999)
11 g,Schaﬀner Samuel **,55.50,**
11 j,Mathys Tobias,55.50,Tobias
12 c,Graber Colin,55.25,Colin
13 c,Hügli Kaj *,55.00,*
14 a,Vogt Fredy (2001),54.75,(2001)
Solot,n,,n
10 d,Schmutz Adrian *,55.75,*
10 g,Läuchli Janik (2000),55.75,(2000)
11 b,Bader Andreas **,55.50,**
11 e,Bruder Adrian,55.50,Adrian
11 h,Reimann Marco,55.50,Marco
12 a,Küng Marco *,55.25,*
13 a,Imobersteg Matthias (2001),55.00,(2001)
13 d,Gerber Andrj (2000),55.00,(2000)
14 b,Rohrbach Jérôme (2000),54.75,(2000)
10 e,Bieli Andreas,55.75,Andreas
10 h,Hermann Oliver *,55.75,*
11 c,Waldner Patrick **,55.50,**
11 f,Bieli Mario,55.50,Mario
11 i,Probst Gabriel **,55.50,**
12 b,Krebs Clemens,55.25,Clemens
13 b,Arnold Kornel *,55.00,*
13 e,Aerni Lars,55.00,Lars
14 c,Müller Jan,54.75,Jan
14 d,Kohler Adrian,54.75,Adrian
14 g,Lisser Beat,54.75,Beat
14 j,De Fusco Dario,54.75,Dario
15 a,Widmer David,54.50,David
15 d,Grossmann Andreas,54.50,Andreas
15 g,Gisin Yanic,54.50,Yanic
16 b,Büttler Gian (2000),54.25,(2000)
16 e,Stoll Simon *,54.25,*
16 h,Leu Dominik (1999),54.25,(1999)
Solot,n,,n
14 e,Gabathuler Björn,54.75,Björn
14 h,Jusuﬁ Azret,54.75,Azret
14 k,Müller Simon,54.75,Simon
15 b,Schillig Willi **,54.50,**
15 e,Bader Fabian (2000),54.50,(2000)
15 h,Anderegg David *,54.50,*
16 c,Büttler Adrian (1999),54.25,(1999)
16 f,Schmutz Simon (2000),54.25,(2000)
16 i,Eggenschwiler Fabian,54.25,Fabian
14 f,Studer Remo,54.75,Remo
14 i,Dobler Florian,54.75,Florian
14 l,Lisser Daniel *,54.75,*
15 c,Mangold Martin,54.50,Martin
15 f,Moser Matthias *,54.50,*
16 a,Eggen Markus,54.25,Markus
16 d,Vogel Remo (2001),54.25,(2001)
16 g,Scherrer Johann **,54.25,**
17 a,Reinhard Reto (1999),54.00,(1999)
17 b,Regenass Beat,54.00,Beat
17 e,Bader Stefan (1999),54.00,(1999)
18 c,Rüegg Benjamin,53.75,Benjamin
18 f,Nyﬀeler Christoph *,53.75,*
20 a,Traub Manuel,53.25,Manuel
21 a,Schwenkfelder Lukas,53.00,Lukas
21 d,Imobersteg Tobias,53.00,Tobias
22 b,Brack Simon,52.75,Simon
24 b,Müller Christian,35.25,Christian
Solot,n,,n
17 c,Steger Robert,54.00,Robert
18 a,Wilhelm Manuel,53.75,Manuel
18 d,Loosli Adrian,53.75,Adrian
19 a,Aebi Roger,53.50,Roger
20 b,Binggeli Silvan (1999),53.25,(1999)
21 b,Regenass Reto (2000),53.00,(2000)
21 e,Hermann Lukas 1 (2000),53.00,(2000)
23,Ris Jörn,52.50,Jörn
24 c,Kaiser Elias,35.25,Elias
17 d,Grieder Nonda (1999),54.00,(1999)
18 b,Reinhard Pirmin (2001),53.75,(2001)
18 e,Widmer Dino,53.75,Dino
19 b,Stoll Thomas,53.50,Thomas
20 c,Bachmann Sämi (2001),53.25,(2001)
21 c,Lüscher Ivan (2001),53.00,(2001)
22 a,Meier Fabian,52.75,Fabian
24 a,Schaub Reto (2000),35.25,(2000)
24 d,Burkart Simon,35.25,Simon
25,Jusuﬁ Ilber,34.75,Ilber
26 c,Bearda Samuel,34.50,Samuel
27 b,Niggli Andreas,34.25,Andreas
28 a,Nussbaumer Dominik,34.00,Dominik
29 b,Schär Simon *,17.25,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Solot,n,,n
26 a,Schwegler Dominik,34.50,Dominik
26 d,Bieri Florian (2001),34.50,(2001)
27 c,Dettwiler Patrick,34.25,Patrick
28 b,Huber Pascal,34.00,Pascal
30,Büchi Christian,17.00,Christian
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
26 b,Brändli Kevin,34.50,Kevin
27 a,Tschan Raphael (2000),34.25,(2000)
27 d,Vogt Patrick (1999),34.25,(1999)
29 a,Vieira Tiago **,17.25,**
