place,name,points,level
1 a,Giger Samuel ***,58.25,***
3,Leuppi Samir **,57.75,**
4 c,Breitenmoser Manuel,57.50,Manuel
5 c,Geisser Lars **,57.25,**
5 f,Rüegg Fabian *,57.25,*
6 c,Oertig Simon,57.00,Simon
6 f,Wickli Beat **,57.00,**
7 b,Dändliker Shane *,56.75,*
St. Ga,n,,n
1 b,Bösch Daniel ***,58.25,***
4 a,Mettler Valentin,57.50,Valentin
5 a,Rychen Roger ***,57.25,***
5 d,Schlegel Reto *,57.25,*
6 a,Eugster Ruedi **,57.00,**
6 d,Schmid Dominik **,57.00,**
6 g,Elmer Daniel *,57.00,*
7 c,Fausch Kjetil *,56.75,*
2,Schlegel Werner (2002),58.00,(2002)
4 b,Roth Martin *,57.50,*
5 b,Bless Michael ***,57.25,***
5 e,Heierli Pascal,57.25,Pascal
6 b,Zwyssig Raphael ***,57.00,***
6 e,Schnurrenberger Roman **,57.00,**
7 a,Rhyner Michael **,56.75,**
7 d,Ott Damian (2000) *,56.75,*
7 e,Riget Florian,56.75,Florian
8 c,Schläpfer Markus **,56.50,**
9 b,Hobi Ignaz,56.25,Ignaz
10 b,Pﬁster Florian *,56.00,*
11 b,Büchler Remo **,55.75,**
11 e,Scherrer Willi,55.75,Willi
12 c,Lanter Christian,55.50,Christian
12 f,Vestner Bruno *,55.50,*
12 i,Bosshard Dario,55.50,Dario
St. Ga,n,,n
8 a,Baumann Rico *,56.50,*
8 d,Schneider Domenic ***,56.50,***
9 c,Oertig Dominik **,56.25,**
10 c,Schneider Mario **,56.00,**
11 c,Fuster Sepp,55.75,Sepp
12 a,Bernold Michael *,55.50,*
12 d,Lozza Roman,55.50,Roman
12 g,Vollmeier Sandro,55.50,Sandro
12 j,Lehmann Philipp,55.50,Philipp
8 b,Riget Tobias **,56.50,**
9 a,Notz Beni ***,56.25,***
10 a,Breitenmoser Simon,56.00,Simon
11 a,Bollhalder Manuel (2001),55.75,(2001)
11 d,Kamer Hanspeter *,55.75,*
12 b,Gmür Pirmin **,55.50,**
12 e,Niederer Andreas (2002),55.50,(2002)
12 h,Wicki Cédric,55.50,Cédric
12 k,Pﬁﬀner Ivo,55.50,Ivo
12 l,Schiess Christian,55.50,Christian
12 o,Bernold Christian **,55.50,**
13 c,Oertle Daniel *,55.25,*
13 f,Gerig Marcel,55.25,Marcel
13 i,Riedi Thomas,55.25,Thomas
13 l,Wettstein Daniel,55.25,Daniel
13 o,Baumann Elia (2000),55.25,(2000)
13 r,Lieberherr Michael,55.25,Michael
14 a,Aerne Christian,55.00,Christian
St. Ga,n,,n
12 m,Ueltschi Patric *,55.50,*
13 a,Blaser Gian,55.25,Gian
13 d,Zumbach Michael,55.25,Michael
13 g,Hari Michi,55.25,Michi
13 j,Rüegg Roman *,55.25,*
13 m,Zbinden Marc *,55.25,*
13 p,Dünner Zyan (2001),55.25,(2001)
13 s,Martin Dominik,55.25,Dominik
14 b,Blaser Andre (2000),55.00,(2000)
12 n,Wittenwiler Roman *,55.50,*
13 b,Büsser André *,55.25,*
13 e,Baumgartner Ramon (2002),55.25,(2002)
13 h,Reichmuth Beat,55.25,Beat
13 k,Wetter Silvan (2000),55.25,(2000)
13 n,Arztmann Beda *,55.25,*
13 q,Galli Cedric (2001),55.25,(2001)
13 t,Kobler Janosch (2000),55.25,(2000)
14 c,Burch Dean (2001),55.00,(2001)
14 d,Burkhard Tobias,55.00,Tobias
14 g,Mock Marco,55.00,Marco
14 j,Schäppi Urs *,55.00,*
15 b,Horner Sämi,54.75,Sämi
15 e,Schläpfer Matthias *,54.75,*
16 a,Bischof Martin,54.50,Martin
16 d,Neﬀ Florian,54.50,Florian
16 g,Jud Reto (2001),54.50,(2001)
16 j,Bürgler Patrick,54.50,Patrick
St. Ga,n,,n
14 e,Hugelshofer Lars (2001),55.00,(2001)
14 h,Schönenberger Philipp,55.00,Philipp
14 k,Akeret Benno *,55.00,*
15 c,Holenstein Christian *,54.75,*
15 f,Alder Armin,54.75,Armin
16 b,Dörig Erich *,54.50,*
16 e,Schuler Martin,54.50,Martin
16 h,Schegg Daniel (2000),54.50,(2000)
16 k,Kunz Daniel *,54.50,*
14 f,Langenegger Beat,55.00,Beat
14 i,Gwerder Andreas **,55.00,**
15 a,Furrer Matthias,54.75,Matthias
15 d,Kolb Pirmin (2001),54.75,(2001)
15 g,Wildhaber Jannik,54.75,Jannik
16 c,Eisenring Leandro (2000),54.50,(2000)
16 f,Elmer Adrian *,54.50,*
16 i,Wolfer Lukas *,54.50,*
16 l,Roth Michael,54.50,Michael
16 m,Steiner Lukas (2002),54.50,(2002)
17 c,Nüesch Remo (2001),54.25,(2001)
17 f,Frick Andreas *,54.25,*
17 i,Schwager Mike (2000),54.25,(2000)
17 l,Roth David,54.25,David
18 c,Rhyner Beni,54.00,Beni
19 a,Scherrer Pascal,53.75,Pascal
19 d,Fässler Tobias (2002),53.75,(2002)
20 b,Schmid Remo (2002),53.50,(2002)
St. Ga,n,,n
17 a,Bleiker Daniel,54.25,Daniel
17 d,Ochsner Reto (2000),54.25,(2000)
17 g,Hengartner Ivo *,54.25,*
17 j,Steiner Joel (2000),54.25,(2000)
18 a,Bucher Roland,54.00,Roland
18 d,Rotach Lars (2000),54.00,(2000)
19 b,Arnold Christian,53.75,Christian
19 e,Knellwolf Sebastian (2001),53.75,(2001)
20 c,Marty Jaime (2000),53.50,(2000)
17 b,Flück Bruno,54.25,Bruno
17 e,Bärtsch Fabian (2000),54.25,(2000)
17 h,Roth Peter,54.25,Peter
17 k,Egli Martin,54.25,Martin
18 b,Keller Dominic,54.00,Dominic
18 e,Weibel Lucien,54.00,Lucien
19 c,Bischof Raphael (2002),53.75,(2002)
20 a,Egli Patrick,53.50,Patrick
20 d,Martin Tobias (2001),53.50,(2001)
21 a,Streuli Martin *,53.25,*
21 d,Ziegler Andreas (2002),53.25,(2002)
22 b,Dudli Gallus,53.00,Gallus
25 a,Baumgartner Joël,35.50,Joël
25 d,Kiener Raphael (2000),35.50,(2000)
25 g,Lusti Remo (2001),35.50,(2001)
25 j,Schönenberger Björn,35.50,Björn
25 m,Ebert Claudio,35.50,Claudio
25 p,Koller Silvan (2002),35.50,(2002)
25 s,Sieber Marc (2000),35.50,(2000)
25 v,Weber Erwin (2000),35.50,(2000)
St. Ga,n,,n
21 b,Rütsche Stefan *,53.25,*
