place,name,points,level
1,Roch Vincent *,58.00,*
3 b,Piemontesi Pascal **,57.25,**
3 e,Borcard Johann **,57.25,**
4 c,Haenni Stéphane **,57.00,**
5 b,Chèvre Bernard,56.75,Bernard
6 b,Dousse Michel *,56.50,*
7 a,Mosimann Vincent *,56.25,*
8 b,Remy Guillaume **,56.00,**
9 b,Droxler Jonathan *,55.75,*
2,Gottofrey Marc **,57.75,**
3 c,Gapany Benjamin **,57.25,**
4 a,Brodard Augustin **,57.00,**
4 d,Schwander Severin,57.00,Severin
5 c,Gassmann Simon,56.75,Simon
6 c,Cardinaux Victor *,56.50,*
7 b,Kropf Rolf **,56.25,**
8 c,Mauron Olivier *,56.00,*
9 c,Barras François (1998),55.75,(1998)
3 a,Moser Steven **,57.25,**
3 d,Guisolan Marc **,57.25,**
4 b,Cropt Harald **,57.00,**
5 a,Nydegger Michael ***,56.75,***
6 a,Brodard Simon **,56.50,**
6 d,Liaudat Rudy **,56.50,**
8 a,Hayoz Quentin,56.00,Quentin
9 a,Zosso Remo **,55.75,**
9 d,Schöpfer Dio,55.75,Dio
9 e,Zimmermann Mario *,55.75,*
10 c,Buchs Carlo,55.50,Carlo
10 f,Kramer Lario (1998) *,55.50,*
11 c,Parvex Yannick,55.25,Yannick
11 f,Glauser Thomas **,55.25,**
12 a,Crettaz Olivier,55.00,Olivier
12 d,Giroud Jonathan **,55.00,**
13 a,Dubey Gaël,54.75,Gaël
13 d,Kramer Dorian (1999),54.75,(1999)
10 a,Berset Frédéric **,55.50,**
10 d,Burgy Matt (1999),55.50,(1999)
11 a,Derron Cédric *,55.25,*
11 d,Schafer Claudio *,55.25,*
11 g,Loup Grégoire (2000),55.25,(2000)
12 b,Burgy Frank,55.00,Frank
12 e,Hayoz Paul (1998) *,55.00,*
13 b,Lützelschwab Luc (1999),54.75,(1999)
14 a,Pellet Michael **,54.50,**
10 b,Berset Julien *,55.50,*
10 e,Emonet Fabien,55.50,Fabien
11 b,Overney Olivier *,55.25,*
11 e,Ducry Antoine *,55.25,*
11 h,Morger Adrian *,55.25,*
12 c,Dufey Gil,55.00,Gil
12 f,Lerch Jimmy *,55.00,*
13 c,Portmann Fabio (1998),54.75,(1998)
14 b,Loup Alexandre,54.50,Alexandre
14 c,Rüegg Patrick (1999),54.50,(1999)
15 b,Colò Kilian (1999),54.25,(1999)
15 e,Torche Bastian,54.25,Bastian
16 c,Curty Alexandre,54.00,Alexandre
16 f,Mollet Adrian,54.00,Adrian
16 i,Taillard Virgile (1998),54.00,(1998)
17 c,Golliard Steve,53.75,Steve
17 f,Quiot Didier,53.75,Didier
19,Rappo Yann (1998),53.25,(1998)
14 d,Riedo Fredy,54.50,Fredy
15 c,Jacquier Pascal,54.25,Pascal
16 a,Schneiter Jérémy,54.00,Jérémy
16 d,Emonet Frédéric *,54.00,*
16 g,Pittet Guillaume,54.00,Guillaume
17 a,Chavagnat Benoît (1999),53.75,(1999)
17 d,Hochuli Samuel (1998),53.75,(1998)
17 g,Zingrich Jan (1999),53.75,(1999)
20 a,Heiniger Mickaël,53.00,Mickaël
15 a,Bersier Jean-Jacques,54.25,Jean-Jacques
15 d,Schafer Damien,54.25,Damien
16 b,Aladenise Jonathan,54.00,Jonathan
16 e,Mariéthoz Grégory (1999),54.00,(1999)
16 h,Pürro Fabrice (1999),54.00,(1999)
17 b,Buchs Remo (1999),53.75,(1999)
17 e,Pürro Tobias,53.75,Tobias
18,Maridor Loic,53.50,Loic
20 b,Bugnon Cédric,53.00,Cédric
21 a,Gauch Thierry,52.75,Thierry
22 a,Blanchette Nicolas,52.50,Nicolas
23,Paradiso Yannick,52.25,Yannick
26,Berset Cyril *,17.00,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
21 b,Roux Dimitri,52.75,Dimitri
22 b,Cottier Marco (2000),52.50,(2000)
24,Goy Sébastien,51.00,Sébastien
27 °,Duplan Steve **,17.00,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
21 c,Vaucher Rémy (1999),52.75,(1999)
22 c,Thiébaud Adrian,52.50,Adrian
25,Minder Florian,45.75,Florian
