place,name,points,level
1,Sempach Thomas ***,59.25,***
4 a,Widmer Tobias **,57.25,**
4 d,Erb Roger **,57.25,**
5 c,von Weissenﬂuh Kilian **,57.00,**
6 b,Freund Romeo **,56.75,**
6 e,Voggensperger Janic **,56.75,**
6 h,Räbmatter Patrick ***,56.75,***
8 a,Schmid Dominik **,56.25,**
10 a,Schmid Samuel **,55.75,**
Nord,tschweizerischer Schwingerverband,,Schwingerverband
2,Alpiger Nick ***,58.00,***
4 b,Räber Lukas,57.25,Lukas
5 a,Fankhauser Erich ***,57.00,***
5 d,Kropf Marcel **,57.00,**
6 c,Klausner Yanick **,56.75,**
6 f,Döbeli Andreas *,56.75,*
6 i,Schenk Patrick ***,56.75,***
8 b,Thürig Mario ***,56.25,***
10 b,Arnold Kornel *,55.75,*
3,Oertig Dominik **,57.50,**
4 c,Stüdeli Thomas **,57.25,**
5 b,Mangold Martin,57.00,Martin
6 a,Schmid David ***,56.75,***
6 d,Stoll Simon *,56.75,*
6 g,Gisler Bruno ***,56.75,***
7,Bieri Marcel **,56.50,**
9,Schwenkfelder Lukas,56.00,Lukas
10 c,Hauri Urs **,55.75,**
10 d,Arnold Stefan **,55.75,**
10 g,Stegmüller Klemens *,55.75,*
11 b,Leuthard Reto *,55.50,*
11 e,Schwander Kilian,55.50,Kilian
11 h,Dobler Florian,55.50,Florian
12 a,Kocher Remo **,55.25,**
12 d,Läuchli Janik (2000),55.25,(2000)
12 g,Nägeli Marco **,55.25,**
13 a,Bruder Adrian,55.00,Adrian
Nord,tschweizerischer Schwingerverband,,Schwingerverband
10 e,Hasler Manuel *,55.75,*
10 h,Büttler Gian (2000),55.75,(2000)
11 c,Schillig Willi **,55.50,**
11 f,Stalder Remo ***,55.50,***
11 i,Joho Philip (2002),55.50,(2002)
12 b,Fritz Christian,55.25,Christian
12 e,Büttler Adrian,55.25,Adrian
12 h,Schaﬀner Samuel **,55.25,**
13 b,Stoll Thomas,55.00,Thomas
10 f,Kramer Franz *,55.75,*
11 a,Bieri Christoph ***,55.50,***
11 d,Schmutz Adrian *,55.50,*
11 g,Steinmann Yves *,55.50,*
11 j,Krebs Clemens,55.50,Clemens
12 c,Jusuﬁ Azret,55.25,Azret
12 f,Hermann Oliver *,55.25,*
12 i,Vieira Tiago **,55.25,**
13 c,Bearda Samuel **,55.00,**
13 d,Brun Samuel **,55.00,**
13 g,Reimann Marco,55.00,Marco
13 j,Probst Gabriel **,55.00,**
14 c,Reinhard Adrian,54.75,Adrian
15 b,Scherrer Johann **,54.50,**
15 e,Küng Marco *,54.50,*
16 a,Aerni Lars,54.25,Lars
