place,name,points,level
1,Aeschbacher Matthias **,58.25,**
4,Gapany Benjamin **,57.50,**
5 c,Giger Samuel ***,57.00,***
6 b,Mollet Ivan *,56.75,*
7 c,Minder Florian **,56.50,**
8 b,Borcard Johann **,56.25,**
9 b,Ledermann Michael *,56.00,*
Südw,schweizerischer Schwingerverband,,Schwingerverband
2,Matthey Mickaël **,58.00,**
5 a,Kramer Lario **,57.00,**
5 d,Räbmatter Patrick ***,57.00,***
7 a,Schneider Mario **,56.50,**
7 d,Duplan Steve **,56.50,**
8 c,Brodard Augustin **,56.25,**
9 c,Sturny Nicolas,56.00,Nicolas
3,Wicki Joel **,57.75,**
5 b,Schenk Patrick ***,57.00,***
6 a,Müllestein Mike ***,56.75,***
7 b,Roch Vincent **,56.50,**
8 a,Schmid David ***,56.25,***
9 a,Turin Antoine (2001),56.00,(2001)
9 d,Rapin Florent *,56.00,*
9 e,Gottofrey Marc **,56.00,**
10 a,Kropf Rolf **,55.75,**
10 d,Lerch Jimmy *,55.75,*
11 b,Pürro David (2001),55.50,(2001)
12 a,Baeriswyl Christoph (2002),55.25,(2002)
12 d,Haenni Stéphane **,55.25,**
12 g,Gueissaz Léonard (2003),55.25,(2003)
12 j,Crettaz Olivier *,55.25,*
12 m,Aeschbacher Ivo (2001),55.25,(2001)
Südw,schweizerischer Schwingerverband,,Schwingerverband
9 f,Collaud Romain (2002) *,56.00,*
10 b,Dorsaz Théo,55.75,Théo
10 e,Cotting Florian *,55.75,*
11 c,Rossy Yannick *,55.50,*
12 b,Nager Yannick,55.25,Yannick
12 e,Wieland Micha,55.25,Micha
12 h,Emonet Fabien **,55.25,**
12 k,Clément Aurélien (2003),55.25,(2003)
13 a,Pellet Adrian,55.00,Adrian
9 g,Riedo Fredy *,56.00,*
10 c,Loup Grégoire,55.75,Grégoire
11 a,Dufey Gil *,55.50,*
11 d,Grossenbacher Marc,55.50,Marc
12 c,Hayoz Quentin *,55.25,*
12 f,Parvex Yannick *,55.25,*
12 i,Dind Samuel **,55.25,**
12 l,Balimann Sandro (2001) *,55.25,*
13 b,Schönenberger Leo (2002),55.00,(2002)
13 c,Röthlisberger Sven,55.00,Sven
13 f,Dubey Gaël *,55.00,*
13 i,Colò Kilian **,55.00,**
14 c,Cottier Marco,54.75,Marco
14 f,Grossenbacher Simon (2002) *,54.75,*
15 c,Monney Branighan,54.50,Branighan
15 f,Germanier Joel,54.50,Joel
16 a,Zbinden Jvan (2001),54.25,(2001)
16 d,Borcard Clovis *,54.25,*
Südw,schweizerischer Schwingerverband,,Schwingerverband
13 d,Rappo Yann,55.00,Yann
13 g,Schöpfer Dio **,55.00,**
14 a,Pürro Tobias,54.75,Tobias
14 d,Gottofrey Luc *,54.75,*
15 a,Wieland Timon,54.50,Timon
15 d,Buchs Carlo *,54.50,*
15 g,Egger Benoît (2002),54.50,(2002)
16 b,Von Niederhäusern Marcel,54.25,Marcel
16 e,Fankhauser Yanik (2002),54.25,(2002)
13 e,Lachavanne Noé,55.00,Noé
13 h,Kramer Dorian *,55.00,*
14 b,Menoud Liam (2001),54.75,(2001)
14 e,Vaucher Rémy,54.75,Rémy
15 b,Portmann Fabio,54.50,Fabio
15 e,Pasquier Loïc (2001),54.50,(2001)
15 h,Dind Clément,54.50,Clément
16 c,Hirschi Damien (2003),54.25,(2003)
17 a,Schläﬂi Hugo (2002),54.00,(2002)
17 b,Richard Quentin (2003),54.00,(2003)
17 e,Choﬄon Anthony,54.00,Anthony
17 h,Golliard Steve,54.00,Steve
18 c,Kolly Elmar (2002),53.75,(2002)
18 f,Fankhauser Hans (2001) *,53.75,*
19 c,Imhasly Jorin (2001),53.50,(2001)
19 f,Beaud Eric,53.50,Eric
21 b,Elmiger Elias (2001),53.00,(2001)
23 b,Buchs Stefan (2002),52.50,(2002)
Südw,schweizerischer Schwingerverband,,Schwingerverband
17 c,Merz Sascha (2002),54.00,(2002)
17 f,Borcard Guillaume,54.00,Guillaume
18 a,Parvex Bryan,53.75,Bryan
18 d,Juon Martin,53.75,Martin
19 a,Turin Yann (2003),53.50,(2003)
19 d,Goy Sébastien,53.50,Sébastien
20,Loup Alexandre *,53.25,*
22,Ritler Nicolas,52.75,Nicolas
23 c,Staudenmann Roger,52.50,Roger
17 d,Ganière William,54.00,William
17 g,Bapst Ludovic (2002),54.00,(2002)
18 b,Zbinden Samuel,53.75,Samuel
18 e,Gutknecht Alain,53.75,Alain
19 b,Lauber Grégoire,53.50,Grégoire
19 e,Fercher Alain,53.50,Alain
21 a,Vionnet Julien,53.00,Julien
23 a,Fallegger Riccardo (2003),52.50,(2003)
23 d,Holweger Marek,52.50,Marek
23 e,Grisel Samuel,52.50,Samuel
25 b,Chassot Samuel (2001),51.25,(2001)
28,Cotting Alexandre,25.50,Alexandre
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Südw,schweizerischer Schwingerverband,,Schwingerverband
24,Max Grégory,52.25,Grégory
26,Ducry Antoine **,46.75,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
25 a,Python Benjamin (2002),51.25,(2002)
27,Piemontesi Pascal **,28.50,**
