place,name,points,level
1,Kramer Lario ***,59.50,***
3 a,Gapany Benjamin ***,57.00,***
4 a,Burger Matthieu **,56.75,**
4 d,Duplan Steve ***,56.75,***
5 b,Barras André *,56.50,*
5 e,Balimann Fabian,56.50,Fabian
5 h,Gnägi Florian ***,56.50,***
7 a,Balimann Sandro *,56.00,*
Fribo,eoise,,eoise
2 a,Ducrest Etienne *,57.25,*
3 b,Hofer Sven **,57.00,**
4 b,Gottofrey Luc *,56.75,*
4 e,Zbinden Lukas,56.75,Lukas
5 c,Borcard Johann **,56.50,**
5 f,Grossenbacher Simon *,56.50,*
6 a,Baeriswyl Christoph **,56.25,**
7 b,Dousse Michel **,56.00,**
2 b,Matthey Mickaël **,57.25,**
3 c,Collaud Romain **,57.00,**
4 c,Moser Steven **,56.75,**
5 a,Gottofrey Marc **,56.50,**
5 d,Riedo Fredy *,56.50,*
5 g,Siegenthaler Leo (2005) **,56.50,**
6 b,Haenni Stéphane **,56.25,**
8 a,Kramer Dorian **,55.75,**
8 b,Mollet Ivan **,55.75,**
8 e,Guisolan Marc **,55.75,**
9 b,Derron Cédric *,55.50,*
9 e,Pasquier Loïc *,55.50,*
10 b,Hayoz Paul *,55.25,*
10 e,Clément Aurélien,55.25,Aurélien
10 h,Emonet Frédéric **,55.25,**
10 k,Wieland Timon,55.25,Timon
11 b,Jacquaz Fabien (2006),55.00,(2006)
Fribo,eoise,,eoise
8 c,Dorsaz Théo *,55.75,*
8 f,Dufey Gil *,55.75,*
9 c,Monney Branighan,55.50,Branighan
9 f,Wieland Janis *,55.50,*
10 c,Bucher Adrian (2004),55.25,(2004)
10 f,Collaud Bastien (2005),55.25,(2005)
10 i,Rogivue Théo *,55.25,*
10 l,Wiget Adrian (2004),55.25,(2004)
11 c,Bapst Ludovic,55.00,Ludovic
8 d,Fuchs Yannick,55.75,Yannick
9 a,Crettaz Olivier *,55.50,*
9 d,Tornare Paul *,55.50,*
10 a,Fankhauser Hans *,55.25,*
10 d,Buchs Noah (2004),55.25,(2004)
10 g,Ducry Antoine **,55.25,**
10 j,Sturny Nicolas **,55.25,**
11 a,Choﬄon Anthony,55.00,Anthony
11 d,Fuchs Sylvain (2005),55.00,(2005)
11 e,Portmann Fabio *,55.00,*
12,Hayoz Quentin *,54.75,*
13 c,Bucher Roman,54.50,Roman
13 f,Stoll Thomas *,54.50,*
14 b,Sonnay Thomas **,54.25,**
14 e,Dubey Gaël *,54.25,*
14 h,Wieland Micha,54.25,Micha
15 b,Mermillod Jérôme (2004),54.00,(2004)
15 e,Schwab Livio (2005),54.00,(2005)
Fribo,eoise,,eoise
11 f,Wenger Marco,55.00,Marco
13 a,Loup Alexandre *,54.50,*
13 d,Gnägi Damian *,54.50,*
13 g,Vonlanthen Alexandre,54.50,Alexandre
14 c,Tornare Philippe (2004),54.25,(2004)
14 f,Elmiger Silvan (2004),54.25,(2004)
14 i,Fankhauser Tom (2006),54.25,(2006)
15 c,Perret Loïc,54.00,Loïc
15 f,Cottier Marco,54.00,Marco
11 g,Martin Gaël (2004) *,55.00,*
13 b,Loup Grégoire,54.50,Grégoire
13 e,Pürro David *,54.50,*
14 a,Aeschbacher Ivo,54.25,Ivo
14 d,Berger Sascha,54.25,Sascha
14 g,Varone Luc *,54.25,*
15 a,Germanier Joel,54.00,Joel
15 d,Röthlisberger Sven,54.00,Sven
15 g,Lengen Michael (2005),54.00,(2005)
15 h,Theiler Nils (2004),54.00,(2004)
16 b,Jeannin Jess,53.75,Jess
16 e,Zbinden Samuel,53.75,Samuel
17 c,Girard Simon (2004),53.50,(2004)
17 f,Deschenaux Martin (2004),53.50,(2004)
18 c,Von Niederhäusern Marcel,53.25,Marcel
20,Steiner Pirmin,52.75,Pirmin
21 c,Imstepf Sandro,52.50,Sandro
Fribo,eoise,,eoise
15 i,Nicolet Bastien (2004),54.00,(2004)
16 c,Burri Flemming,53.75,Flemming
17 a,Cressier Gaetan,53.50,Gaetan
17 d,Moos Loïc,53.50,Loïc
18 a,Erb Vincent,53.25,Vincent
19 a,Tissot Joﬀrey (2006),53.00,(2006)
21 a,Isoz Bertrand,52.50,Bertrand
21 d,Messerli Niklaus,52.50,Niklaus
16 a,Berger Alan,53.75,Alan
16 d,Rey Arnaud,53.75,Arnaud
17 b,Fèvre Antoine,53.50,Antoine
17 e,Berger Dilan,53.50,Dilan
18 b,Palley Louis,53.25,Louis
19 b,Vaucher Rémy,53.00,Rémy
21 b,Glauser Matis (2005),52.50,(2005)
21 e,Reichenbach Ryan,52.50,Ryan
22,Pürro Tobias,51.25,Tobias
25,Verdon Simon (2005),34.00,(2005)
28,Losey Nolan (2006),17.00,(2006)
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Fribo,eoise,,eoise
23,Jost Colin (2004),51.00,(2004)
26,Borcard Clovis *,27.25,*
29,Droxler Jonathan **,8.75,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
24,Bärtschi Yves,35.75,Yves
27,Etter Hans-Eduard,18.50,Hans-Eduard
30,Cochrane Benjamin,8.50,Benjamin
