place,name,points,level
1,Hersche Martin ***,59.00,***
4 a,Gisler Bruno ***,57.50,***
5 b,Alpiger Nick ***,57.25,***
6 c,Hügli Kaj *,57.00,*
6 f,Mangold Michael *,57.00,*
7 b,Kuster Marcel ***,56.75,***
8 b,Strebel Joel **,56.50,**
Nord,tschweizerischer Schwingerverband,,Schwingerverband
2,Wicki Joel **,58.25,**
4 b,Erb Roger **,57.50,**
6 a,Thoenen Henryc **,57.00,**
6 d,Döbeli Lukas (2000) *,57.00,*
6 g,Kropf Marcel **,57.00,**
7 c,Bieri Christoph ***,56.75,***
8 c,Klausner Yanick **,56.50,**
3,Aeschbacher Matthias **,58.00,**
5 a,Räbmatter Patrick ***,57.25,***
6 b,Schurtenberger Sven ***,57.00,***
6 e,Thürig Mario ***,57.00,***
7 a,Widmer Tobias **,56.75,**
8 a,Bearda Samuel,56.50,Samuel
8 d,Imobersteg Matthias (2001),56.50,(2001)
8 e,Brand Christian **,56.50,**
9 c,Schmutz Simon (2000),56.00,(2000)
9 f,Brun Samuel (1999) **,56.00,**
10 c,Roschi Ruedi **,55.75,**
10 f,Rüegger Aaron (1999),55.75,(1999)
11 b,Studer Remo,55.50,Remo
11 e,Büttler Adrian (1999),55.50,(1999)
11 h,Lisser Daniel *,55.50,*
12 a,Mangold Martin,55.25,Martin
Nord,tschweizerischer Schwingerverband,,Schwingerverband
9 a,Borcard Johann **,56.00,**
9 d,Kramer Lario **,56.00,**
10 a,Stoll Simon *,55.75,*
10 d,Räber Lukas,55.75,Lukas
10 g,Müller Simon,55.75,Simon
11 c,Schmid Samuel **,55.50,**
11 f,Bader Andreas **,55.50,**
11 i,Eggen Markus,55.50,Markus
12 b,Schär Simon *,55.25,*
9 b,Döbeli Andreas *,56.00,*
9 e,Henzer Andreas **,56.00,**
10 b,Schmid David ***,55.75,***
10 e,Steinmann Yves *,55.75,*
11 a,Waldner Patrick **,55.50,**
11 d,Dobler Florian,55.50,Florian
11 g,Schmutz Adrian *,55.50,*
11 j,Anderegg David *,55.50,*
12 c,Schaﬀner Samuel **,55.25,**
12 d,Jusuﬁ Azret,55.25,Azret
12 g,Reimann Marco,55.25,Marco
12 j,Krebs Clemens,55.25,Clemens
12 m,Bachmann Sämi (2001),55.25,(2001)
13 c,Brügger Cyrill,55.00,Cyrill
13 f,Hauri Urs **,55.00,**
15 a,Steger Robert,54.50,Robert
15 d,Graber Colin,54.50,Colin
15 g,Probst Gabriel **,54.50,**
Nord,tschweizerischer Schwingerverband,,Schwingerverband
12 e,Bieli Andreas,55.25,Andreas
12 h,Nussbaumer Gabriel,55.25,Gabriel
12 k,Büttler Gian (2000),55.25,(2000)
13 a,Ris Jörn,55.00,Jörn
13 d,Bieri Florian (2001),55.00,(2001)
13 g,Widmer David,55.00,David
15 b,Siegrist Christian *,54.50,*
15 e,Voggensperger Lars (2001),54.50,(2001)
15 h,Lisser Beat,54.50,Beat
12 f,Stegmüller Klemens *,55.25,*
12 i,Lang Martin **,55.25,**
12 l,Brügger Joël (2000),55.25,(2000)
13 b,Büchi Christian,55.00,Christian
13 e,Winiger Fabian **,55.00,**
14,Nyﬀeler Christoph *,54.75,*
15 c,Odermatt Adrian (2001) *,54.50,*
15 f,Stoll Thomas,54.50,Thomas
15 i,Aerni Lars,54.50,Lars
16 a,Grossmann Andreas,54.25,Andreas
16 d,Bruder Adrian,54.25,Adrian
17 c,Schwenkfelder Lukas,54.00,Lukas
18 b,Nyﬀenegger Florian (2001),53.75,(2001)
19 a,Burren Patrick (1999),53.50,(1999)
21 b,Siebenpfund Joshua,52.75,Joshua
23 a,Streich Sascha (2001),35.50,(2001)
23 d,Probst Stefan,35.50,Stefan
Nord,tschweizerischer Schwingerverband,,Schwingerverband
16 b,Läuchli Janik (2000),54.25,(2000)
17 a,Arnold Kornel *,54.00,*
17 d,Wiedmer Yannick,54.00,Yannick
18 c,Kaspar Jan (1999),53.75,(1999)
19 b,Jusuﬁ Ilber,53.50,Ilber
20 c,Vogt Patrick (1999),53.00,(1999)
21 c,Lehmann Robin (1999),52.75,(1999)
23 b,Scherrer Johann **,35.50,**
23 e,Müller Jan,35.50,Jan
16 c,Gerber Andrj (2000) *,54.25,*
17 b,Widmer Cyrill *,54.00,*
18 a,Roth Christian,53.75,Christian
18 d,Gisin Yanic,53.75,Yanic
20 a,Schopferer Cyril (2000),53.00,(2000)
21 a,Vogel Remo (2001),52.75,(2001)
22,Seiser Kay-Steve (2000),44.25,(2000)
23 c,Ritter Andreas,35.50,Andreas
23 f,Müller Christian,35.50,Christian
23 g,Meier Fabian,35.50,Fabian
23 j,Brugger Jonas (1999),35.50,(1999)
23 m,Meyer Stefan,35.50,Stefan
23 p,Burkhardt Roy,35.50,Roy
24 c,Furrer Mathias,35.25,Mathias
25 b,Regenass Reto (2000),34.50,(2000)
26 b,Tschan Raphael (2000),34.25,(2000)
26 e,Kramer Lukas (2001),34.25,(2001)
27,Nussbaumer Dominik,34.00,Dominik
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Nord,tschweizerischer Schwingerverband,,Schwingerverband
23 h,Hermann Oliver *,35.50,*
23 k,Brack Simon,35.50,Simon
23 n,Körkel Yannik,35.50,Yannik
24 a,Meyer Lukas (2001),35.25,(2001)
24 d,Eggenschwiler Fabian,35.25,Fabian
25 c,Peterhans Alex (2000),34.50,(2000)
26 c,Sempach Beat (1999),34.25,(1999)
26 f,Huber Fabian,34.25,Fabian
28 a,Leuthard Reto *,8.50,*
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
23 i,Burkart Simon,35.50,Simon
23 l,Reinhard Pirmin (2001),35.50,(2001)
23 o,Huber Pascal,35.50,Pascal
24 b,Loosli Adrian,35.25,Adrian
25 a,Schillig Willi **,34.50,**
26 a,Zagarella Davide (1999),34.25,(1999)
26 d,Niggli Andreas,34.25,Andreas
26 g,Burtschi Michael,34.25,Michael
28 b,Küng Marco *,8.50,*
