place,name,points,level
1,Alpiger Nick ***,58.50,***
3 b,Odermatt Jonas (2004),57.25,(2004)
3 e,Bucher Christian **,57.25,**
4 b,Räbmatter Patrick ***,57.00,***
5 a,Döbeli Lukas **,56.75,**
5 d,Hügli Kaj **,56.75,**
6 c,Frank Marius (2004) *,56.50,*
7 a,Roschi Ruedi **,56.25,**
8 b,Späti Jan,56.00,Jan
Dorne,Thierstein-Laufental,,Thierstein-Laufental
2,Schmid David ***,57.75,***
3 c,Roth Jan (2004) *,57.25,*
3 f,Döbeli Andreas ***,57.25,***
4 c,Beer Peter *,57.00,*
5 b,Strebel Joel ***,56.75,***
6 a,Bucher Roland *,56.50,*
6 d,Streich Sascha,56.50,Sascha
7 b,Bieli Andreas,56.25,Andreas
8 c,Stegmüller Klemens *,56.00,*
3 a,Kropf Marcel **,57.25,**
3 d,Voggensperger Lars *,57.25,*
4 a,Odermatt Adrian **,57.00,**
4 d,Mangold Michael **,57.00,**
5 c,Bader Fabian **,56.75,**
6 b,Betschart Marcel *,56.50,*
6 e,Widmer Tobias **,56.50,**
8 a,Hermann Oliver **,56.00,**
8 d,Stüdeli Thomas **,56.00,**
9 a,Burren Patrick *,55.75,*
9 d,Büttler Gian,55.75,Gian
9 g,Schwegler Dominik,55.75,Dominik
10 b,Lüscher Sinisha (2006) *,55.50,*
11 b,Studer Remo *,55.25,*
11 e,Suter Jonas,55.25,Jonas
12 c,Joho Pascal (2004),55.00,(2004)
13 a,Burren Dominik,54.75,Dominik
14 a,Gerber Andrj *,54.50,*
Dorne,Thierstein-Laufental,,Thierstein-Laufental
9 b,Räber Lukas *,55.75,*
9 e,Dobler Florian,55.75,Florian
9 h,Vieira Tiago **,55.75,**
10 c,Rohrbach Jérôme,55.50,Jérôme
11 c,Anderegg David *,55.25,*
12 a,Kirchmeier Christof,55.00,Christof
12 d,Joho Philip *,55.00,*
13 b,Graf Gian,54.75,Gian
14 b,Stadler Kevin *,54.50,*
9 c,Stoll Simon **,55.75,**
9 f,Gerber Manuel *,55.75,*
10 a,Leuthard Reto **,55.50,**
11 a,Reinhard Pirmin,55.25,Pirmin
11 d,Hasler Luis,55.25,Luis
12 b,Stocker Niklas (2005),55.00,(2005)
12 e,Schmid Samuel **,55.00,**
13 c,Meier Urs,54.75,Urs
14 c,Erb Roger **,54.50,**
14 d,Kohler Adrian *,54.50,*
14 g,Widmer David **,54.50,**
15 c,Stampﬂi Simon (2004),54.25,(2004)
15 f,Vogt Sandro (2004),54.25,(2004)
16 c,Ris Jörn *,54.00,*
16 f,Béguelin Elias (2006),54.00,(2006)
17 b,Wohlgemuth Corsin,53.75,Corsin
17 e,Voggensperger Til (2004),53.75,(2004)
18 b,Brugger Jonas,53.50,Jonas
Dorne,Thierstein-Laufental,,Thierstein-Laufental
14 e,Bucher Thomas *,54.50,*
15 a,Fricker Ivo,54.25,Ivo
15 d,Wenger Marcel *,54.25,*
16 a,Böni Ralf (2004),54.00,(2004)
16 d,Widmer Dino,54.00,Dino
16 g,Regenass Beat,54.00,Beat
17 c,Graber Colin,53.75,Colin
