place,name,points,level
1,Bösch Daniel ***,59.00,***
2 c,Leuppi Samir **,58.00,**
3 b,Kindlimann Fabian ***,57.25,***
4 a,Hersche Martin **,57.00,**
4 d,Schneider Mario **,57.00,**
4 g,Dumelin David *,57.00,*
5 c,Straub Robin,56.75,Robin
5 f,Ackermann Remo *,56.75,*
5 i,Koller Martin *,56.75,*
2 a,Signer Emil **,58.00,**
2 d,Bühler Ernst **,58.00,**
3 c,Fässler Andreas **,57.25,**
4 b,Zwyssig Raphael ***,57.00,***
4 e,Schneider Domenic **,57.00,**
5 a,Brühlmann Martin,56.75,Martin
5 d,Ammann Rico,56.75,Rico
5 g,Steiner Michael **,56.75,**
6 a,Notz Hans *,56.50,*
2 b,Notz Beni ***,58.00,***
3 a,Krähenbühl Tobias **,57.25,**
3 d,Burkhalter Stefan ***,57.25,***
4 c,Schweizer Christof *,57.00,*
4 f,Schlegel Reto (1997),57.00,(1997)
5 b,Zbinden Marc *,56.75,*
5 e,Akeret Benno,56.75,Benno
5 h,Krähenbühl Lukas,56.75,Lukas
6 b,Notz Armin *,56.50,*
7 a,Fejzaj Naim *,56.25,*
8,Koller Fabian,56.00,Fabian
9 c,Schnurrenberger Roman **,55.75,**
9 f,Ott Dominik,55.75,Dominik
10 a,Fässler Patrick,55.50,Patrick
10 d,Knöpfel Markus,55.50,Markus
10 g,Fäh Tobias,55.50,Tobias
10 j,Korrodi Paul *,55.50,*
7 b,Braun Mathias,56.25,Mathias
9 a,Alder Armin,55.75,Armin
9 d,Schäppi Urs,55.75,Urs
9 g,Oertle Daniel,55.75,Daniel
10 b,Zingg Christoph,55.50,Christoph
10 e,Kid Simon **,55.50,**
10 h,Breitenmoser Manuel,55.50,Manuel
10 k,Keller Dominic,55.50,Dominic
7 c,Keller Manuel,56.25,Manuel
9 b,Dörig Erich,55.75,Erich
9 e,Rieser Fabian,55.75,Fabian
9 h,Schmid Patrick (1997),55.75,(1997)
10 c,Kunz Daniel,55.50,Daniel
10 f,Huber Pascal *,55.50,*
10 i,Aerne Christian,55.50,Christian
10 l,Inauen Franz *,55.50,*
11 a,Kammermann Thomas *,55.25,*
11 d,Bickel Roman (1998),55.25,(1998)
11 g,Koch Thomas (1997),55.25,(1997)
11 j,Oettli Marco (1997),55.25,(1997)
12 b,Wolfer Lukas,55.00,Lukas
13 a,Ritzmann Bernhard,54.75,Bernhard
14 b,Bernold Beat *,54.50,*
14 e,Odermatt Martin *,54.50,*
14 h,Blaser Niklas (1997),54.50,(1997)
11 b,Hari Michi,55.25,Michi
11 e,Pﬁﬀner Ivo,55.25,Ivo
11 h,Keller Lukas,55.25,Lukas
11 k,Gwerder Andreas **,55.25,**
12 c,Nigg Lukas **,55.00,**
13 b,Wolfender Roman,54.75,Roman
14 c,Streuli Martin *,54.50,*
14 f,Gysel Hansruedi,54.50,Hansruedi
15 a,Danner Daniel,54.25,Daniel
11 c,Brand Andreas *,55.25,*
11 f,Peter Simon (1997),55.25,(1997)
11 i,Bernold Edi **,55.25,**
12 a,Vogel Beat *,55.00,*
12 d,Fröhli Lukas (1999),55.00,(1999)
