place,name,points,level
1 a,Kämpf Bernhard ***,58.25,***
3 a,Ulrich Andreas ***,57.50,***
4 b,Bieri Christoph ***,57.25,***
5 b,Moser Steven **,57.00,**
6 b,Haenni Stéphane **,56.75,**
6 e,Dousse Michel **,56.75,**
7 c,Ambresin Cyril (1999),56.50,(1999)
9 b,Colò Kilian (1999),55.75,(1999)
Südw,schweizerischer Schwingerverband,,Schwingerverband
1 b,Nötzli Reto ***,58.25,***
3 b,Matthey Mickaël **,57.50,**
4 c,Piemontesi Pascal **,57.25,**
5 c,Kramer Lario **,57.00,**
6 c,Emonet Frédéric *,56.75,*
7 a,Schmid David ***,56.50,***
8,Maridor Loïc,56.00,Loïc
9 c,Bersier Jean-Jacques *,55.75,*
2,Dind Samuel **,57.75,**
4 a,Borcard Johann **,57.25,**
5 a,Rychen Roger ***,57.00,***
6 a,Zwyssig Raphael ***,56.75,***
6 d,Duplan Steve **,56.75,**
7 b,Minder Florian *,56.50,*
9 a,Mosimann Vincent *,55.75,*
9 d,Schafer Damien *,55.75,*
9 e,Ledermann Michael (2000),55.75,(2000)
9 h,Berset Julien *,55.75,*
10 c,Zenger Niklaus ***,55.50,***
10 f,Ducry Antoine *,55.50,*
10 i,Barras David *,55.50,*
10 l,Roch Vincent **,55.50,**
10 o,Lerch Jimmy *,55.50,*
10 r,Derron Julien *,55.50,*
11 a,Wieland Micha,55.25,Micha
Südw,schweizerischer Schwingerverband,,Schwingerverband
9 f,Gottofrey Marc **,55.75,**
10 a,Cropt Harald **,55.50,**
10 d,Mollet Ivan *,55.50,*
10 g,Brodard Simon **,55.50,**
10 j,Barras André *,55.50,*
10 m,Riedo Fredy *,55.50,*
10 p,Kyburz Silas,55.50,Silas
10 s,Derron Cédric *,55.50,*
11 b,Vaucher Rémy (1999),55.25,(1999)
9 g,Emonet Fabien **,55.75,**
10 b,Zosso Remo **,55.50,**
10 e,Hofer Sven *,55.50,*
10 h,Brodard Augustin **,55.50,**
10 k,Zingrich Jan (1999),55.50,(1999)
10 n,Loup Alexandre *,55.50,*
10 q,Hayoz Quentin,55.50,Quentin
10 t,Crausaz Simon,55.50,Simon
11 c,Rapin Florent,55.25,Florent
11 d,Balimann Sandro (2001),55.25,(2001)
11 g,Parvex Yannick,55.25,Yannick
11 j,Curty Alexandre,55.25,Alexandre
11 m,Balimann Fabian,55.25,Fabian
12 c,Stübe Mario,55.00,Mario
12 f,Fuchs Yannick,55.00,Yannick
13 a,Pellet Adrian,54.75,Adrian
13 d,Loup Grégoire (2000),54.75,(2000)
14 c,Roth Simon (2000),54.50,(2000)
Südw,schweizerischer Schwingerverband,,Schwingerverband
11 e,Wieland Janis *,55.25,*
11 h,Gottofrey Luc *,55.25,*
11 k,Cressier Gaetan,55.25,Gaetan
12 a,Vonlanthen Alexandre,55.00,Alexandre
12 d,Monney Branighan,55.00,Branighan
12 g,Erb Vincent (1999),55.00,(1999)
13 b,Cotting Alexandre,54.75,Alexandre
14 a,Kramer Dorian (1999),54.50,(1999)
15 a,Dubey Gaël,54.25,Gaël
11 f,Sturny Nicolas,55.25,Nicolas
11 i,Ducrest Etienne *,55.25,*
11 l,Cotting Florian,55.25,Florian
12 b,Turin Antoine (2001),55.00,(2001)
12 e,Grossenbacher Marc (2000),55.00,(2000)
12 h,Burri Flemming,55.00,Flemming
13 c,Beliakov Alexandre,54.75,Alexandre
14 b,Buchs Julien (1999),54.50,(1999)
15 b,Z'Rotz Roman,54.25,Roman
15 c,Pürro David (2001),54.25,(2001)
15 f,Gauch Thierry,54.25,Thierry
16 b,Schneiter Jérémy,54.00,Jérémy
16 e,Fankhauser Hans (2001),54.00,(2001)
17 c,Torche Bastian,53.75,Bastian
17 f,Cochrane Benjamin (1999),53.75,(1999)
18 c,Perrier Jonathan (2001),53.50,(2001)
19 b,Ganière William,53.00,William
Südw,schweizerischer Schwingerverband,,Schwingerverband
15 d,Von Niederhäusern Martin,54.25,Martin
15 g,Niederberger Nicola (2000),54.25,(2000)
16 c,Ruch Florian,54.00,Florian
17 a,Schöpfer Dio **,53.75,**
17 d,Quartenoud Samuel,53.75,Samuel
18 a,Steiner Pirmin,53.50,Pirmin
18 d,Golliard Steve,53.50,Steve
20 a,Vionnet Julien (2000),52.75,(2000)
15 e,Jeannin Jess (2000),54.25,(2000)
16 a,Haldi Sami *,54.00,*
16 d,Hochuli Samuel,54.00,Samuel
17 b,Zosso Fabian,53.75,Fabian
17 e,Cottier Marco (2000),53.75,(2000)
18 b,Pürro Tobias,53.50,Tobias
19 a,Von Niederhäusern Marcel,53.00,Marcel
20 b,Goy Sébastien,52.75,Sébastien
21 a,Tchedre Abdourahaman,52.50,Abdourahaman
21 d,Quiot Didier,52.50,Didier
22 a,Osmodin Emmanuel,52.25,Emmanuel
24,Foulk Xavier,34.25,Xavier
27,Berger Dilan,17.25,Dilan
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Südw,schweizerischer Schwingerverband,,Schwingerverband
21 b,Fercher Alain,52.50,Alain
21 e,Gétaz Antoine (1999),52.50,(1999)
22 b,Buchs Remo (1999),52.25,(1999)
25,Mollet Adrian,27.50,Adrian
28,Dind Clément,8.50,Clément
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
21 c,Remy André (2001),52.50,(2001)
21 f,Aeschbacher Ivo (2001),52.50,(2001)
23,Chassot Samuel (2001),51.00,(2001)
26,Crettaz Olivier *,27.00,*
