place,name,points,level
1,Müllestein Mike ***,58.75,***
2 c,Alpiger Nick ***,57.25,***
3 c,Räbmatter Patrick ***,57.00,***
4 b,Döbeli Lukas **,56.75,**
5 b,Schmid Samuel **,56.50,**
5 e,Thürig Mario ***,56.50,***
7 a,Mangold Michael **,56.00,**
7 d,Schwenkfelder Lukas *,56.00,*
Basel,d,,d
2 a,Orlik Curdin **,57.25,**
3 a,Studinger Stephan **,57.00,**
3 d,Erb Roger **,57.00,**
4 c,Voggensperger Lars (2001) *,56.75,*
5 c,Schmid David ***,56.50,***
6 a,Leuthard Reto **,56.25,**
7 b,Kocher Remo **,56.00,**
8 a,Vieira Tiago **,55.75,**
2 b,Kropf Marcel **,57.25,**
3 b,Ulrich Andreas ***,57.00,***
4 a,Gwerder Michael **,56.75,**
5 a,Klausner Yanick **,56.50,**
5 d,Bieri Christoph ***,56.50,***
6 b,Henzer Andreas **,56.25,**
7 c,Gerber Andrj *,56.00,*
8 b,Brun Samuel **,55.75,**
8 c,Arnold Kornel *,55.75,*
8 f,Mangold Martin *,55.75,*
8 i,Hauri Urs **,55.75,**
9 b,Brand Christian **,55.50,**
9 e,Klossner Adrian *,55.50,*
9 h,Widmer David **,55.50,**
9 k,Nussbaumer Gabriel,55.50,Gabriel
10 a,Stark Urban,55.25,Urban
10 d,Stüdeli Thomas **,55.25,**
Basel,d,,d
8 d,Waldner Patrick **,55.75,**
8 g,Hügli Kaj **,55.75,**
8 j,Hasler Luis (2002),55.75,(2002)
9 c,Schillig Willi **,55.50,**
9 f,Grossen John *,55.50,*
9 i,Studer Remo *,55.50,*
9 l,Krebs Clemens *,55.50,*
10 b,Reimann Marco,55.25,Marco
10 e,Ris Jörn *,55.25,*
8 e,von Arx Christian *,55.75,*
8 h,Hermann Oliver *,55.75,*
9 a,Stadler Kevin (2002) *,55.50,*
9 d,Schär Jonas,55.50,Jonas
9 g,Burren Patrick *,55.50,*
9 j,Schmutz Simon *,55.50,*
9 m,Kehr Damian (2001),55.50,(2001)
10 c,Fricker Ivo,55.25,Ivo
10 f,Odermatt Adrian (2001) *,55.25,*
10 g,Gerber Manuel *,55.25,*
11 b,Scherrer Johann **,55.00,**
12 b,Ulrich Marco *,54.75,*
13 f,Küng Marco *,54.50,*
13 i,Bruder Adrian *,54.50,*
13 l,Fritz Christian,54.50,Christian
14 b,Christ Dario (2003),54.25,(2003)
14 e,Büttler Gian,54.25,Gian
Basel,d,,d
10 h,Rüegger Aaron *,55.25,*
11 c,Lisser Daniel *,55.00,*
13 a,Jusuﬁ Azret,54.50,Azret
13 d,Nyﬀeler Christoph *,54.50,*
13 g,Klossner Sven,54.50,Sven
13 j,Schwob Marco,54.50,Marco
13 m,Abt Robin,54.50,Robin
14 c,Stegmüller Klemens *,54.25,*
14 f,Büchi Christian,54.25,Christian
11 a,Dobler Florian,55.00,Florian
12 a,Kohler Adrian *,54.75,*
13 b,Streich Sascha (2001),54.50,(2001)
13 e,Müller Simon,54.50,Simon
13 h,Brügger Cyrill,54.50,Cyrill
13 k,Hitz Florian,54.50,Florian
14 a,Grieder Nonda,54.25,Nonda
14 d,Hermann Lukas 1,54.25,1
14 g,Gisin Yanic,54.25,Yanic
15 a,Steger Robert,54.00,Robert
15 d,Burkhardt Roy,54.00,Roy
15 g,Imobersteg Matthias (2001) **,54.00,**
16 c,Vogel Remo (2001) *,53.75,*
16 f,Furrer Mathias,53.75,Mathias
17 b,Schwegler Dominik,53.50,Dominik
18,Meyer Markus,53.25,Markus
20 b,Körkel Yannik,52.75,Yannik
21 b,Müller Jan,52.50,Jan
Basel,d,,d
15 b,Nussbaumer Dominik,54.00,Dominik
15 e,Bader Thomas (2002),54.00,(2002)
16 a,Lisser Beat *,53.75,*
16 d,Rickenbacher Cedric (2002),53.75,(2002)
16 g,Bieri Florian (2001),53.75,(2001)
17 c,Reinhard Pirmin (2001),53.50,(2001)
19,Kramer Lukas (2001),53.00,(2001)
20 c,Schick Janis (2003),52.75,(2003)
21 c,Lazic Marco,52.50,Marco
15 c,Burren Dominik (2003),54.00,(2003)
15 f,von Rotz Stefan,54.00,Stefan
16 b,Wüthrich Jonas (2003),53.75,(2003)
16 e,Hermann Lukas (2002),53.75,(2002)
17 a,Huber Fabian,53.50,Fabian
17 d,Bachmann Sämi (2001),53.50,(2001)
20 a,Burtschi Michael,52.75,Michael
21 a,Lazic Serge,52.50,Serge
22,Probst Gabriel **,44.50,**
23,Graber Colin,37.25,Colin
25 a,Wiedmer Lukas,35.25,Lukas
25 d,Leuthard Mario,35.25,Mario
26 a,Suter Jonas (2003),34.25,(2003)
27 a,Spies Thierry (2003),34.00,(2003)
28,Hasler Jimmy *,29.75,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Basel,d,,d
24 a,Stoll Simon **,35.75,**
25 b,Schwander Rafael (2001),35.25,(2001)
25 e,Jehle Lorenz (2003),35.25,(2003)
26 b,Schmitt Sebastian (2002),34.25,(2002)
27 b,Herrmann Daniel (2003),34.00,(2003)
29,Von Wyl Simon,27.00,Simon
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
24 b,Bieli Andreas,35.75,Andreas
25 c,Meyer Lukas (2001),35.25,(2001)
25 f,Fritz Andreas,35.25,Andreas
26 c,Brunner Patrick (2002),34.25,(2002)
27 c,Herrmann Adrian,34.00,Adrian
30,Läuchli Janik *,26.75,*
