place,name,points,level
1 a,Schuler Christian ***,58.75,***
3,Kramer Lario ***,57.25,***
4 c,Schmid Romain (2003),57.00,(2003)
5 c,Emonet Frédéric **,56.75,**
6 a,Hayoz Quentin *,56.50,*
7 a,Kälin Roland **,56.25,**
8 a,Ducry Antoine **,56.00,**
8 d,Egger Benoît,56.00,Benoît
Fribo,eoise,,eoise
1 b,Collaud Romain **,58.75,**
4 a,Dorsaz Théo,57.00,Théo
5 a,Gottofrey Marc **,56.75,**
5 d,Duplan Steve ***,56.75,***
6 b,Borcard Johann **,56.50,**
7 b,Baeriswyl Christoph **,56.25,**
8 b,Wieland Janis *,56.00,*
8 e,Bapst Ludovic,56.00,Ludovic
2,Gapany Benjamin ***,58.00,***
4 b,Colò Kilian **,57.00,**
5 b,Stoll Thomas,56.75,Thomas
5 e,Derron Cédric *,56.75,*
6 c,Steinauer Adrian **,56.50,**
7 c,Sturny Nicolas,56.25,Nicolas
8 c,Hess Michael *,56.00,*
9 a,Lagler Christian *,55.75,*
9 b,Piemontesi Pascal **,55.75,**
9 e,Matthey Mickaël **,55.75,**
10 c,Berset Cyril *,55.50,*
11 a,Pürro David,55.25,David
11 d,Schläﬂi Hugo,55.25,Hugo
11 g,Ambresin Cyril **,55.25,**
12 c,Pasquier Loïc,55.00,Loïc
12 f,Fankhauser Yanik,55.00,Yanik
13 c,Cotting Alexandre,54.75,Alexandre
Fribo,eoise,,eoise
9 c,Mollet Ivan **,55.75,**
10 a,Kramer Dorian **,55.50,**
10 d,Balimann Sandro *,55.50,*
11 b,Grossenbacher Marc,55.25,Marc
11 e,Lauber Grégoire,55.25,Grégoire
12 a,Wenger Marco,55.00,Marco
12 d,Bapst Richard,55.00,Richard
13 a,Mosimann Vincent *,54.75,*
13 d,Cherpillod Cédric,54.75,Cédric
9 d,Haenni Stéphane **,55.75,**
10 b,Tschachtli Sven **,55.50,**
10 e,Loup Grégoire,55.50,Grégoire
11 c,Crettaz Olivier *,55.25,*
11 f,Jacot Ismaël,55.25,Ismaël
12 b,Steinauer Kevin (2004),55.00,(2004)
12 e,Balimann Fabian,55.00,Fabian
13 b,Maire Pascal (2004),54.75,(2004)
13 e,Jeannin Jess,54.75,Jess
13 f,Hirschi Damien (2003),54.75,(2003)
15 a,Tornare Paul,54.25,Paul
15 d,Dubey Gaël *,54.25,*
15 g,Gueissaz Léonard (2003),54.25,(2003)
16 a,Zbinden Lukas (2003),54.00,(2003)
16 d,Imhasly Jorin,54.00,Jorin
16 g,Vaucher Rémy,54.00,Rémy
17 a,Piccand Mathew,53.75,Mathew
17 d,Rey Arnaud (2003),53.75,(2003)
Fribo,eoise,,eoise
14 a,Choﬄon Anthony,54.50,Anthony
15 b,Rogivue Théo (2003),54.25,(2003)
15 e,Vonlanthen Alexandre,54.25,Alexandre
15 h,Fallegger Riccardo (2003),54.25,(2003)
16 b,Monney Branighan,54.00,Branighan
16 e,Heiniger Mickaël,54.00,Mickaël
16 h,Gaudard Jeremy,54.00,Jeremy
17 b,Girard Simon (2004),53.75,(2004)
17 e,Cotting Florian *,53.75,*
14 b,Germanier Joel,54.50,Joel
15 c,Neyroud Geoﬀrey,54.25,Geoﬀrey
15 f,Loup Alexandre *,54.25,*
15 i,Clément Aurélien (2003),54.25,(2003)
16 c,Menoud Liam,54.00,Liam
16 f,Ganière William,54.00,William
16 i,Cochrane Benjamin,54.00,Benjamin
17 c,Zbinden Samuel,53.75,Samuel
18 a,Quartenoud Samuel,53.50,Samuel
18 b,Aeschbacher Ivo,53.50,Ivo
20 a,Tornare Philippe (2004),52.75,(2004)
20 d,Panchaud Noé (2004),52.75,(2004)
21 c,Hochuli Samuel,52.50,Samuel
23,Buchs Simon (2004),51.50,(2004)
25,Lopes Semedo Mauro,35.25,Mauro
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Fribo,eoise,,eoise
18 c,Dugué Maël,53.50,Maël
20 b,Nösberger Valentin (2005),52.75,(2005)
21 a,Crettaz Julien,52.50,Julien
21 d,Chassot Samuel,52.50,Samuel
24 a,Périsset Valentin,51.00,Valentin
26,Yerly Cyril (2005),17.00,(2005)
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
19,Rouge Dany,53.25,Dany
20 c,Fankhauser Hans *,52.75,*
21 b,Beaud Eric,52.50,Eric
22,Perroud Florian,52.25,Florian
24 b,Buchs Stefan,51.00,Stefan
