place,name,points,level
1 a,Ulrich Andreas ***,58.50,***
2 b,Laimbacher Philipp ***,57.50,***
3 a,Föhn Franz **,57.00,**
3 d,Imhof Andi ***,57.00,***
3 g,Muﬀ Armin **,57.00,**
4 b,Nötzli Reto ***,56.75,***
5 a,Bucher Roland *,56.50,*
1 b,Steinauer Adrian **,58.50,**
2 c,Nötzli Bruno ***,57.50,***
3 b,Müllestein Mike **,57.00,**
3 e,Schuler Alex **,57.00,**
3 h,Fankhauser Erich ***,57.00,***
4 c,Gwerder Dario,56.75,Dario
5 b,Reichmuth Pirmin **,56.50,**
2 a,Schuler Christian ***,57.50,***
2 d,Schelbert Ralf **,57.50,**
3 c,Betschart Remo **,57.00,**
3 f,Gasser Stefan **,57.00,**
4 a,Heinzer Stefan *,56.75,*
4 d,Hasler Florian **,56.75,**
5 c,Waser Dominik **,56.50,**
5 d,Odermatt Christian **,56.50,**
5 g,Schuler Philipp **,56.50,**
6 c,Betschart Rainer **,56.25,**
6 f,Gwerder Guido **,56.25,**
7 a,Kälin Roland **,56.00,**
7 d,Waser Reto *,56.00,*
8 b,Murer Andy *,55.75,*
8 e,Villiger Cyrill *,55.75,*
8 h,Zimmermann Daniel *,55.75,*
5 e,Bieri Marcel **,56.50,**
6 a,Heinzer Stefan *,56.25,*
6 d,Bisig Thomas **,56.25,**
6 g,Kessler Joel,56.25,Joel
7 b,Moos Christoph,56.00,Christoph
7 e,Reichmuth Armin *,56.00,*
8 c,Schmid Köbi,55.75,Köbi
8 f,Zimmermann Martin *,55.75,*
8 i,Bruhin Fredi,55.75,Fredi
5 f,Linggi Bruno **,56.50,**
6 b,Suter Paul,56.25,Paul
6 e,Fässler Cornel *,56.25,*
6 h,Rychen Roger **,56.25,**
7 c,Schürpf Guido,56.00,Guido
8 a,Elsener Adrian **,55.75,**
8 d,Schuler Daniel,55.75,Daniel
8 g,Höﬂiger Andreas **,55.75,**
8 j,Zimmermann Martin **,55.75,**
9 a,Betschart Daniel,55.50,Daniel
9 d,Gwerder Michael (2000),55.50,(2000)
9 g,Zemp Thomas *,55.50,*
9 j,Bürgler Lukas,55.50,Lukas
9 m,Hegner Ueli (1999),55.50,(1999)
9 p,Reichmuth Lukas (2000),55.50,(2000)
10 a,Hurschler Adrian,55.25,Adrian
10 d,Ulrich Pascal (1999),55.25,(1999)
10 g,Betschart Silvan *,55.25,*
9 b,Eﬃnger Markus *,55.50,*
9 e,Heinzer Josef,55.50,Josef
9 h,Betschart Patrick (1999),55.50,(1999)
9 k,Diethelm Albert *,55.50,*
9 n,Heinzer Ronny,55.50,Ronny
9 q,Bucher Christian (1998),55.50,(1998)
10 b,Kenel Franz-Toni *,55.25,*
10 e,Arnold Marcel,55.25,Marcel
10 h,Nietlispach Pascal **,55.25,**
9 c,Egli Pirmin **,55.50,**
9 f,Schürpf Bruno,55.50,Bruno
9 i,Bieri Christian *,55.50,*
9 l,Grab Daniel **,55.50,**
9 o,Lagler Christian,55.50,Christian
9 r,Meier Marcel,55.50,Marcel
10 c,Nauer Robin,55.25,Robin
10 f,Betschart Michael,55.25,Michael
10 i,Rogenmoser Ryan (1999),55.25,(1999)
10 j,Supper Frederik,55.25,Frederik
10 m,Theiler Beat *,55.25,*
11 a,Baumann Lukas,55.00,Lukas
11 d,Eﬃnger Peter,55.00,Peter
11 g,Lüönd Andreas **,55.00,**
11 j,Kälin Remo *,55.00,*
12 b,Beﬀa Mario,54.75,Mario
12 e,Gwerder Dominik,54.75,Dominik
12 h,Kennel Beat *,54.75,*
10 k,Ulrich Marcel,55.25,Marcel
10 n,Bürgler André *,55.25,*
11 b,Baur Martin,55.00,Martin
11 e,Gwerder Marco,55.00,Marco
11 h,Blaser Theo *,55.00,*
11 k,Gwerder Christian **,55.00,**
12 c,Flück Bruno,54.75,Bruno
12 f,Hösli Fritz *,54.75,*
12 i,Küttel Samuel,54.75,Samuel
10 l,Zgraggen Fabian,55.25,Fabian
10 o,Reichmuth Marco *,55.25,*
11 c,Bucher Thomas,55.00,Thomas
11 f,Scheuber Stefan,55.00,Stefan
11 i,Corvi Dominik,55.00,Dominik
12 a,Zemp Christian (2000),54.75,(2000)
12 d,Gwerder Carlo **,54.75,**
12 g,Inderbitzin Daniel *,54.75,*
12 j,Suter Samuel (1999),54.75,(1999)
12 k,Diener Pirmin *,54.75,*
12 n,Baumann Roger *,54.75,*
13 b,Elsener Kilian,54.50,Kilian
13 e,Bürgi Tobias,54.50,Tobias
13 h,Käslin Ruedi,54.50,Ruedi
13 k,Reichmuth Roland,54.50,Roland
14 c,Elsener Marcel,54.25,Marcel
14 f,Klauser Nico,54.25,Nico
14 i,Andermatt Adrian,54.25,Adrian
12 l,Schelbert Roman,54.75,Roman
12 o,Betschart Marcel,54.75,Marcel
13 c,Elsener Peter **,54.50,**
13 f,Elsener Manuel,54.50,Manuel
13 i,Keller Janik,54.50,Janik
14 a,Bär Leo,54.25,Leo
14 d,Herger Peter,54.25,Peter
14 g,Schindler Roland,54.25,Roland
14 j,Heinzer Florian,54.25,Florian
12 m,Staub Devin (1998),54.75,(1998)
13 a,Horner Peter **,54.50,**
13 d,Landolt Reto *,54.50,*
13 g,Gwerder Andreas *,54.50,*
13 j,Gwerder Beni,54.50,Beni
14 b,Bircher Vital *,54.25,*
14 e,Hürlimann Mathias (2000),54.25,(2000)
14 h,Ulrich Marco,54.25,Marco
14 k,Herger Andreas,54.25,Andreas
14 l,Huber Alex,54.25,Alex
14 o,Ulrich Damian (1999),54.25,(1999)
15 a,Mächler Thomas,54.00,Thomas
15 d,Bingisser Roman,54.00,Roman
15 g,Gisler Mike,54.00,Mike
15 j,Suter Pirmin,54.00,Pirmin
16 a,Hurschler Michael,53.75,Michael
16 d,Deck Thomas (2000),53.75,(2000)
16 g,Inderbitzin Urs,53.75,Urs
14 m,Müller Dominik,54.25,Dominik
14 p,Walker Roger,54.25,Roger
15 b,Schindler Thomas,54.00,Thomas
15 e,Durrer Fabian (1999),54.00,(1999)
15 h,Schilter Daniel,54.00,Daniel
15 k,Von Euw Adi,54.00,Adi
16 b,Birchler Fabian (2000),53.75,(2000)
16 e,Föhn Michael (1999),53.75,(1999)
16 h,Marty Lukas (1998),53.75,(1998)
14 n,Suter Ruedi (1998),54.25,(1998)
14 q,Suter Beat,54.25,Beat
15 c,Bamert Marco (1999),54.00,(1999)
15 f,Forster Christian,54.00,Christian
15 i,Stutzer Michael (1999),54.00,(1999)
15 l,Nauer Fabian,54.00,Fabian
16 c,Bösch Dario (1999),53.75,(1999)
16 f,Grab Martin jun. (1999),53.75,(1999)
16 i,Schilliger Sven (2000),53.75,(2000)
16 j,Schnyder Christian,53.75,Christian
17 a,Horner Sämi,53.50,Sämi
17 d,Zimmermann Armin,53.50,Armin
19,Baumann Marco,53.00,Marco
20 c,Kennel Roger (1999),52.75,(1999)
20 f,Gabriel Christian (2000),52.75,(2000)
21 c,Krieg Silvan (2000),52.50,(2000)
23,Kennel Stefan *,36.25,*
25 b,Annen David (2000),35.25,(2000)
16 k,Würsch Adrian,53.75,Adrian
17 b,Ulrich Roman (2000),53.50,(2000)
18 a,Durrer Nando (1999),53.25,(1999)
20 a,Brunner Timon (1998),52.75,(1998)
20 d,Schönbächler Lukas,52.75,Lukas
21 a,Egli Christian,52.50,Christian
21 d,Wiget Ueli (1999),52.50,(1999)
24,Küttel Pirmin **,35.75,**
25 c,Fässler Adrian (2000),35.25,(2000)
16 l,Zimmermann Fabian,53.75,Fabian
17 c,Betschart Fabian (1999),53.50,(1999)
18 b,Widmer Thomas,53.25,Thomas
20 b,Greter Daniel,52.75,Daniel
20 e,Zimmermann Reto (1998),52.75,(1998)
21 b,Ehrler Reto (2000),52.50,(2000)
22,Meier Andreas,44.25,Andreas
25 a,Andermatt Erwin (1999),35.25,(1999)
25 d,Hässig Kevin (2000),35.25,(2000)
25 e,Inderbitzin Karl,35.25,Karl
