place,name,points,level
1,Durrer Fabian *,57.75,*
2 c,Hess Dominik *,57.25,*
3 a,Imhof Andi ***,57.00,***
3 d,Suppiger Werner **,57.00,**
3 g,Wyrsch Silvio *,57.00,*
4 b,Schöpfer Marco,56.75,Marco
4 e,Reichmuth Lukas *,56.75,*
5 c,Herger Fabian *,56.50,*
Ob- u,Nidwalden,,Nidwalden
2 a,Gasser Dominik **,57.25,**
2 d,Lustenberger Marc *,57.25,*
3 b,Odermatt Andreas **,57.00,**
3 e,Waser Dominik **,57.00,**
3 h,Omlin Toni *,57.00,*
4 c,Doppmann Urs **,56.75,**
5 a,Zemp Christian (2004),56.50,(2004)
5 d,Wandeler Roman,56.50,Roman
2 b,Müller Michael **,57.25,**
2 e,Rohrer Ueli **,57.25,**
3 c,Schurtenberger Sven ***,57.00,***
3 f,Wiget Ueli,57.00,Ueli
4 a,Nötzli Reto ***,56.75,***
4 d,Durrer Markus,56.75,Markus
5 b,von Weissenﬂuh Kilian ***,56.50,***
5 e,Burch Jonas **,56.50,**
6 a,Huber Alex *,56.25,*
6 d,Fankhauser Erich ***,56.25,***
7 c,von Ah Benji ***,56.00,***
7 f,Felder Martin *,56.00,*
7 i,Scherrer Patrick,56.00,Patrick
8 b,Bucher André,55.75,André
8 e,Bucher Christian **,55.75,**
8 h,Lemmenmeier Lukas *,55.75,*
8 k,Steudler Kevin *,55.75,*
Ob- u,Nidwalden,,Nidwalden
6 b,Arnold Stefan **,56.25,**
7 a,Ramseier Fritz **,56.00,**
7 d,Bucher Roland *,56.00,*
7 g,Kennel Stefan **,56.00,**
7 j,Suter Bruno,56.00,Bruno
8 c,Durrer Jonas *,55.75,*
8 f,Doppmann Ueli,55.75,Ueli
8 i,Niederberger Markus *,55.75,*
8 l,Ettlin Stefan **,55.75,**
6 c,Bernhard Lukas **,56.25,**
7 b,Styger Alex,56.00,Alex
7 e,Fankhauser Reto **,56.00,**
7 h,Scherer Niklaus **,56.00,**
8 a,Durrer Nando *,55.75,*
8 d,Egli Damian **,55.75,**
8 g,Fellmann Roman **,55.75,**
8 j,Würsch Lars *,55.75,*
9 a,Elsener Manuel,55.50,Manuel
9 b,Gisler Jonas *,55.50,*
9 e,Käslin Ruedi *,55.50,*
9 h,Steinauer Adrian **,55.50,**
9 k,Waser Christoph *,55.50,*
9 n,Gut Koni,55.50,Koni
10 a,Gisler Silvan,55.25,Silvan
10 d,Zimmermann Raﬀael,55.25,Raﬀael
10 g,Ettlin Mario,55.25,Mario
10 j,Suter Samuel *,55.25,*
Ob- u,Nidwalden,,Nidwalden
9 c,Gassmann Michael *,55.50,*
9 f,Langensand Stefan *,55.50,*
9 i,von Wyl Kevin (2004),55.50,(2004)
9 l,Waser Raphael,55.50,Raphael
9 o,Schaller Noah,55.50,Noah
10 b,Mehr Lars *,55.25,*
10 e,Barmettler Severin (2005),55.25,(2005)
10 h,Hürlimann Marco,55.25,Marco
11 a,Kempf Damian,55.00,Damian
9 d,Hurschler Tobias,55.50,Tobias
9 g,Ming Hannes,55.50,Hannes
9 j,Waser Adrian *,55.50,*
9 m,Bättig Martin *,55.50,*
9 p,Scherrer Fabian *,55.50,*
10 c,Rohrer Ivan **,55.25,**
10 f,Duss Yvan,55.25,Yvan
10 i,Röthlin Pascal *,55.25,*
11 b,Ming Christian *,55.00,*
11 c,Andermatt Reto,55.00,Reto
11 f,Rogenmoser Ryan,55.00,Ryan
11 i,Suter Pirmin **,55.00,**
12 c,Wallimann Remo *,54.75,*
12 f,Steiner Severin,54.75,Severin
12 i,Epp Elias,54.75,Elias
13 b,Vogel Marcel *,54.50,*
13 e,Waser Reto *,54.50,*
Ob- u,Nidwalden,,Nidwalden
11 d,Christen Silvan,55.00,Silvan
11 g,Staﬀelbach Noah,55.00,Noah
12 a,Durrer Ive,54.75,Ive
12 d,Lussi Marco **,54.75,**
12 g,Ettlin Martin *,54.75,*
12 j,Grab Florian,54.75,Florian
13 c,Wiss Ivan (2004),54.50,(2004)
13 f,Berchtold Kilian,54.50,Kilian
11 e,Odermatt Remo *,55.00,*
11 h,Nägeli Leandro,55.00,Leandro
12 b,Odermatt Christian **,54.75,**
12 e,Elsener Marcel *,54.75,*
12 h,Gisler Noah,54.75,Noah
13 a,Gasser Dominik 1,54.50,1
13 d,Gerber Jakob,54.50,Jakob
13 g,Bucher Roman,54.50,Roman
13 h,Elmiger Matthias,54.50,Matthias
13 k,Hürlimann Ueli,54.50,Ueli
13 n,Steiner Edi (2006),54.50,(2006)
13 q,Gwerder Fabian,54.50,Fabian
14 c,Egli Severin (2004),54.25,(2004)
14 f,Staub Ivan,54.25,Ivan
14 i,Britschgi Marcel,54.25,Marcel
15 a,Graber Sandro,54.00,Sandro
15 d,Kaiser Sandro,54.00,Sandro
Ob- u,Nidwalden,,Nidwalden
13 i,Felder Ivan (2004),54.50,(2004)
13 l,Hurschler Stefan (2006),54.50,(2006)
13 o,Zberg Peter (2004),54.50,(2004)
14 a,von Rotz Adrian (2006),54.25,(2006)
14 d,Gander Martin,54.25,Martin
14 g,Arnold Elias (2006),54.25,(2006)
14 j,Kempf Fabian,54.25,Fabian
15 b,Gander Michael,54.00,Michael
15 e,von Flüe Silvan (2004),54.00,(2004)
13 j,Gander Benjamin,54.50,Benjamin
13 m,Laimbacher Cyrill (2004),54.50,(2004)
13 p,Züger Benjamin (2004),54.50,(2004)
14 b,Arnold Severin *,54.25,*
14 e,Spichtig Clemens,54.25,Clemens
14 h,Albert Thomas,54.25,Thomas
14 k,Durrer Lukas,54.25,Lukas
15 c,Imfeld David (2006),54.00,(2006)
15 f,Kathriner Andreas,54.00,Andreas
15 g,Kathriner Severin,54.00,Severin
16 c,Widmer Simon,53.75,Simon
16 f,Imgrüth Fabian (2005),53.75,(2005)
16 i,Roner Remo,53.75,Remo
16 l,Ettlin Michael,53.75,Michael
