place,name,points,level
1,Gnägi Florian ***,59.75,***
4,Kramer Lario **,57.75,**
6,Kilchoer Alain,57.25,Alain
8 a,Dind Samuel **,56.75,**
9 a,Crettaz Olivier *,56.25,*
10 a,Kramer Dorian,56.00,Dorian
11 a,Balimann Sandro (2001),55.75,(2001)
11 d,Monney Branighan,55.75,Branighan
Neuc,eloise,,eloise
2,Gottofrey Marc **,58.25,**
5 a,Borcard Johann **,57.50,**
7 a,Haenni Stéphane **,57.00,**
8 b,Brodard Augustin **,56.75,**
9 b,Derron Julien *,56.25,*
10 b,Buchs Carlo *,56.00,*
11 b,Collaud Romain (2002),55.75,(2002)
11 e,Schafer Damien *,55.75,*
3,Piemontesi Pascal **,58.00,**
5 b,Moser Steven **,57.50,**
7 b,Matthey Mickaël **,57.00,**
8 c,Guisolan Marc **,56.75,**
9 c,Giroud Jonathan **,56.25,**
10 c,Hayoz Quentin,56.00,Quentin
11 c,Mollet Ivan *,55.75,*
12 a,Colò Kilian,55.50,Kilian
12 b,Droxler Jonathan **,55.50,**
12 e,Cardinaux Victor **,55.50,**
12 h,Minder Florian **,55.50,**
12 k,Zimmermann Mario *,55.50,*
13 a,Dorsaz Théo,55.25,Théo
13 d,Wieland Micha,55.25,Micha
13 g,Choﬄon Anthony,55.25,Anthony
13 j,Grossenbacher Simon (2002),55.25,(2002)
14 b,Golliard Steve,55.00,Steve
Neuc,eloise,,eloise
12 c,Balimann Fabian,55.50,Fabian
12 f,Dubler Mike,55.50,Mike
12 i,Rapin Florent,55.50,Florent
12 l,Roch Vincent **,55.50,**
13 b,Dubey Gaël,55.25,Gaël
13 e,Z'Rotz Roman,55.25,Roman
13 h,Cotting Alexandre,55.25,Alexandre
13 k,Wieland Janis *,55.25,*
14 c,Loup Grégoire (2000),55.00,(2000)
12 d,Berset Cyril *,55.50,*
12 g,Ledermann Michael (2000),55.50,(2000)
12 j,Vonlanthen Cyril *,55.50,*
12 m,Dousse Michel **,55.50,**
13 c,Schläﬂi Hugo (2002),55.25,(2002)
13 f,Barras André *,55.25,*
13 i,Derron Cédric *,55.25,*
14 a,Danz Benoit (2001),55.00,(2001)
14 d,Mauron Olivier *,55.00,*
14 e,Roth Simon (2000),55.00,(2000)
14 h,Varone Luc,55.00,Luc
15 c,Gnägi Damian,54.75,Damian
15 f,Dind Clément,54.75,Clément
16 c,Reichenbach Ryan,54.50,Ryan
17 a,Jeannin Jess (2000),54.25,(2000)
18 a,Gnägi Christian *,54.00,*
18 d,Lerch Jimmy *,54.00,*
18 g,Burger Matthieu (2001),54.00,(2001)
Neuc,eloise,,eloise
14 f,Ambresin Cyril **,55.00,**
15 a,Amez-Droz Arnaud (2002),54.75,(2002)
15 d,Gottofrey Luc *,54.75,*
16 a,Germanier Joel (2000),54.50,(2000)
16 d,Torche Bastian,54.50,Bastian
17 b,Niederberger Nicola (2000),54.25,(2000)
18 b,Baeriswyl Christoph (2002),54.00,(2002)
18 e,Mollet Adrian,54.00,Adrian
18 h,Ganière William,54.00,William
14 g,Hofer Sven *,55.00,*
15 b,Pürro Tobias,54.75,Tobias
15 e,Borcard Clovis,54.75,Clovis
16 b,Haldi Sami *,54.50,*
16 e,Emonet Fabien **,54.50,**
17 c,Kyburz Silas,54.25,Silas
18 c,Beliakov Alexandre,54.00,Alexandre
18 f,Vallotton Jason,54.00,Jason
18 i,Parvex Yannick *,54.00,*
18 j,Valvini Maxime,54.00,Maxime
19 c,Cochrane Benjamin,53.75,Benjamin
19 f,Dormond Noa,53.75,Noa
20 b,Cottier Marco (2000),53.50,(2000)
20 e,Dorsaz Alexandre *,53.50,*
22,Pellet Adrian,53.00,Adrian
24 a,Berger Dilan,52.50,Dilan
24 d,Tissot Aurélien (2002),52.50,(2002)
25 b,Nussbaumer Mathieu (2002),52.25,(2002)
Neuc,eloise,,eloise
19 a,Loup Alexandre *,53.75,*
19 d,Crettaz Julien,53.75,Julien
19 g,Fercher Alain,53.75,Alain
20 c,Wieland Timon,53.50,Timon
21 a,Fuchs Yannick,53.25,Yannick
23 a,Burri Flemming,52.75,Flemming
24 b,Goy Sébastien,52.50,Sébastien
24 e,Walzer Mickäel,52.50,Mickäel
26,Grisel Samuel,51.50,Samuel
19 b,Blanchard Benjamin,53.75,Benjamin
19 e,Délitroz Lucien,53.75,Lucien
20 a,Aeschbacher Ivo (2001),53.50,(2001)
20 d,Stübe Mario,53.50,Mario
21 b,Zosso Fabian,53.25,Fabian
23 b,Schneiter Jérémy,52.75,Jérémy
24 c,Maridor Loïc,52.50,Loïc
25 a,Châtelain Sébastien,52.25,Sébastien
27,Schneuwly Thomas (2002),51.25,(2002)
28,Hirs Julien,51.00,Julien
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Neuc,eloise,,eloise
29,Fiora Corentin,35.50,Corentin
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
30,Pharisa Loic,19.75,Loic
