place,name,points,level
1,Sempach Matthias ***,59.50,***
4 a,Duplan Steve (1997),57.25,(1997)
5 b,Gottofrey Marc *,57.00,*
6 b,Overney Olivier *,56.75,*
6 e,Kropf Thomas *,56.75,*
7 b,Mauron Olivier *,56.50,*
7 e,Studer Stefan **,56.50,**
8 c,Kramer Lario (1998),56.25,(1998)
9 c,Borcard Johann *,56.00,*
Fribo,eoise,,eoise
2,Käser Remo **,57.75,**
4 b,Brodard Simon **,57.25,**
5 c,Moser Steven **,57.00,**
6 c,Kropf Rolf **,56.75,**
6 f,Gapany Benjamin **,56.75,**
7 c,Emonet Frédéric *,56.50,*
8 a,Cardinaux Victor,56.25,Victor
9 a,Gassmann Simon,56.00,Simon
9 d,Barras André,56.00,André
3,Casarico Fabio,57.50,Fabio
5 a,Guisolan Marc **,57.00,**
6 a,von Büren Stephan *,56.75,*
6 d,Häni William **,56.75,**
7 a,Pellet Michael **,56.50,**
7 d,Dind Samuel **,56.50,**
8 b,Zimmermann Mario,56.25,Mario
9 b,Brodard Augustin **,56.00,**
10 a,Parvex Yannick,55.75,Yannick
10 b,Niederberger Joel **,55.75,**
11 a,Piemontesi Pascal **,55.50,**
11 d,Derron Cédric *,55.50,*
11 g,Ducrest Romain,55.50,Romain
12 b,Loup Alexandre (1997),55.25,(1997)
12 e,Derron Julien (1997),55.25,(1997)
12 h,Schafer Damien,55.25,Damien
12 l,Boschung Michaël,55.25,Michaël
12 o,Minder Florian,55.25,Florian
Fribo,eoise,,eoise
10 c,Cropt Harald **,55.75,**
11 b,Kilchoer Alain,55.50,Alain
11 e,Heiniger Vincent *,55.50,*
11 h,Delabays Alexandre,55.50,Alexandre
12 c,Hayoz Paul (1998),55.25,(1998)
12 f,Schwander Severin,55.25,Severin
12 i,Oppliger Adrian,55.25,Adrian
12 m,Liaudat Rudy *,55.25,*
13 a,Skryapnik Oleg,55.00,Oleg
10 d,Berset Julien *,55.75,*
11 c,Ducry Antoine,55.50,Antoine
11 f,Hayoz Quentin,55.50,Quentin
12 a,Parvex François **,55.25,**
12 d,Droxler Jonathan *,55.25,*
12 g,Schöpfer Dio (1997),55.25,(1997)
12 k,Gothuey Jean-Pierre *,55.25,*
12 n,Egger Pierre (1999),55.25,(1999)
13 b,Rossy Yannick,55.00,Yannick
13 c,Vaucher Rémy (1999),55.00,(1999)
13 f,Bugnon Cédric,55.00,Cédric
